,n_startpop_5564,n_startpop_6574,n_startpop_7584,n_startpop_85p,n_startpop_all,n_startpop_blk,n_startpop_college,n_startpop_f,n_startpop_his,n_startpop_his_f,n_startpop_hsless,n_startpop_m,n_startpop_wht,p_cogstate1_5564,p_cogstate1_6574,p_cogstate1_7584,p_cogstate1_85p,p_cogstate1_all,p_cogstate1_blk,p_cogstate1_college,p_cogstate1_f,p_cogstate1_his,p_cogstate1_his_f,p_cogstate1_hsless,p_cogstate1_m,p_cogstate1_wht,n_cogstate1_5564,n_cogstate1_6574,n_cogstate1_7584,n_cogstate1_85p,n_cogstate1_all,n_cogstate1_blk,n_cogstate1_college,n_cogstate1_f,n_cogstate1_his,n_cogstate1_his_f,n_cogstate1_hsless,n_cogstate1_m,n_cogstate1_wht,p_cogstate2_5564,p_cogstate2_6574,p_cogstate2_7584,p_cogstate2_85p,p_cogstate2_all,p_cogstate2_blk,p_cogstate2_college,p_cogstate2_f,p_cogstate2_his,p_cogstate2_his_f,p_cogstate2_hsless,p_cogstate2_m,p_cogstate2_wht,n_cogstate2_5564,n_cogstate2_6574,n_cogstate2_7584,n_cogstate2_85p,n_cogstate2_all,n_cogstate2_blk,n_cogstate2_college,n_cogstate2_f,n_cogstate2_his,n_cogstate2_his_f,n_cogstate2_hsless,n_cogstate2_m,n_cogstate2_wht,n_nhmliv_dem_5564,n_nhmliv_dem_6574,n_nhmliv_dem_7584,n_nhmliv_dem_85p,n_nhmliv_dem_all,n_nhmliv_dem_blk,n_nhmliv_dem_college,n_nhmliv_dem_f,n_nhmliv_dem_his,n_nhmliv_dem_his_f,n_nhmliv_dem_hsless,n_nhmliv_dem_m,n_nhmliv_dem_wht,p_nhmliv_dem_5564,p_nhmliv_dem_6574,p_nhmliv_dem_7584,p_nhmliv_dem_85p,p_nhmliv_dem_all,p_nhmliv_dem_blk,p_nhmliv_dem_college,p_nhmliv_dem_f,p_nhmliv_dem_his,p_nhmliv_dem_his_f,p_nhmliv_dem_hsless,p_nhmliv_dem_m,p_nhmliv_dem_wht,helphoursyr_dem_5564,helphoursyr_dem_6574,helphoursyr_dem_7584,helphoursyr_dem_85p,helphoursyr_dem_all,helphoursyr_dem_blk,helphoursyr_dem_college,helphoursyr_dem_f,helphoursyr_dem_his,helphoursyr_dem_his_f,helphoursyr_dem_hsless,helphoursyr_dem_m,helphoursyr_dem_wht,t_totmd_dem_5564,t_totmd_dem_6574,t_totmd_dem_7584,t_totmd_dem_85p,t_totmd_dem_all,t_totmd_dem_blk,t_totmd_dem_college,t_totmd_dem_f,t_totmd_dem_his,t_totmd_dem_hsless,t_totmd_dem_m,t_totmd_dem_wht,t_mcare_dem_5564,t_mcare_dem_6574,t_mcare_dem_7584,t_mcare_dem_85p,t_mcare_dem_all,t_mcare_dem_blk,t_mcare_dem_college,t_mcare_dem_f,t_mcare_dem_his,t_mcare_dem_hsless,t_mcare_dem_m,t_mcare_dem_wht,t_caidmd_dem_5564,t_caidmd_dem_6574,t_caidmd_dem_7584,t_caidmd_dem_85p,t_caidmd_dem_all,t_caidmd_dem_blk,t_caidmd_dem_college,t_caidmd_dem_f,t_caidmd_dem_his,t_caidmd_dem_hsless,t_caidmd_dem_m,t_caidmd_dem_wht,t_oopmd_dem_5564,t_oopmd_dem_6574,t_oopmd_dem_7584,t_oopmd_dem_85p,t_oopmd_dem_all,t_oopmd_dem_blk,t_oopmd_dem_college,t_oopmd_dem_f,t_oopmd_dem_his,t_oopmd_dem_hsless,t_oopmd_dem_m,t_oopmd_dem_wht,t_qalys_dem_5564,t_qalys_dem_6574,t_qalys_dem_7584,t_qalys_dem_85p,t_qalys_dem_all,t_qalys_dem_blk,t_qalys_dem_college,t_qalys_dem_f,t_qalys_dem_his,t_qalys_dem_hsless,t_qalys_dem_m,t_qalys_dem_wht,t_est_helperct_dem_5564,t_est_helperct_dem_6574,t_est_helperct_dem_7584,t_est_helperct_dem_85p,t_est_helperct_dem_all,t_est_helperct_dem_blk,t_est_helperct_dem_college,t_est_helperct_dem_f,t_est_helperct_dem_his,t_est_helperct_dem_hsless,t_est_helperct_dem_m,t_est_helperct_dem_wht
ivparm1,0.000000242,0.000000690,0.000000321,0.00000108,0.00000635,-0.000000395,0.00000148,-0.00000116,0.000000591,-0.000000240,4.17e-08,0.000000423,-0.00000123,3.15e-17,5.54e-16,1.64e-15,-9.37e-16,9.37e-16,1.68e-15,2.82e-16,3.50e-15,3.23e-15,-1.87e-15,-6.17e-15,1.45e-15,8.71e-16,-2.26e-09,-2.08e-08,0.000000133,0.000000357,0.000000576,4.52e-08,0.000000114,8.08e-08,4.54e-09,-1.18e-09,-2.87e-08,0.000000166,-6.73e-08,-7.76e-17,2.48e-15,8.23e-16,7.83e-15,2.22e-15,-3.20e-15,3.72e-15,2.21e-15,3.97e-15,1.12e-15,9.80e-15,4.64e-15,-2.05e-15,0.000000144,-7.24e-08,7.53e-08,5.00e-08,0.000000327,9.28e-08,0.000000438,-0.000000295,0.000000370,2.01e-08,0.000000141,0.000000497,2.94e-08,4.17e-11,2.14e-10,2.03e-09,2.55e-08,8.43e-08,5.47e-09,2.97e-08,8.45e-09,-4.65e-09,4.58e-09,-3.15e-10,7.32e-09,2.94e-08,-7.39e-17,-2.52e-16,1.07e-15,-4.55e-15,-2.89e-15,1.69e-15,6.26e-16,8.53e-16,2.83e-15,-8.67e-16,-1.66e-15,2.51e-16,6.23e-15,503661.8,272389.0,913955.9,-919004.5,0.00302,705484.4,1237110.7,-586809.9,-214033.1,-116529.7,-671155.3,1333640.3,255379.1,52184420.7,102341916.1,149819705.0,127935185.1,442494505.9,112114403.0,114115841.8,199396671.3,99917583.7,176379864.0,243097834.6,230462519.1,5957237.7,67052391.4,104404560.3,93373211.2,270847417.2,68485459.2,70848916.2,119243588.0,62500080.7,106175369.4,151603829.2,139861877.3,4411865.4,20120105.7,29658452.9,24707090.3,79376896.0,24298684.0,7412855.0,51209983.2,31335678.3,47937533.9,28166912.8,23742533.7,5356294.0,4415599.1,7590383.2,6532681.1,25057473.0,7407145.2,6556033.6,10611745.8,4955343.0,10382825.3,14445727.1,12694984.7,-75180553.6,-123320099.5,-161664402.5,-112763789.8,-490194034.4,-113131948.9,-120116000.9,-237472796.6,-127282737.6,-201925401.2,-252721237.8,-249779347.9,948.2,2280.1,753.1,147.4,4128.8,651.5,526.3,730.6,2951.0,3551.1,3398.1,526.3
2.year_inc#c.ivparm1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.year_inc#c.ivparm1,-1.131,-1.241,-0.350,-0.00679,-2.728,-0.358,-1.269,-2.010,-0.678,-0.672,-0.537,-0.719,-1.691,-9.99e-10,0.000142,0.000153,0.000415,0.000102,0.000137,0.0000767,0.0000703,0.000159,0.000128,0.000209,0.000138,0.0000870,-0.0522,5459.8,3715.9,3934.9,13110.5,1899.0,5798.0,4810.2,2784.3,1165.0,3052.1,8300.3,8427.2,-2.48e-09,0.000248,0.000290,-0.000123,0.000121,0.0000899,0.000123,0.000149,0.000105,0.000124,0.0000864,0.0000890,0.000128,-0.196,9611.0,7099.3,-1173.9,15536.2,1258.4,9284.3,10192.7,1840.7,1133.3,1256.7,5343.5,12437.1,188.9,-0.00478,-0.00237,825.5,1014.4,237.0,349.3,738.2,62.79,62.79,298.5,276.2,714.6,0.000453,-0.000117,-0.0000708,-0.0000104,-0.0000771,0.0000673,-0.000137,0.0000164,-0.0000773,-0.0000326,0.000000141,-0.000145,-0.000132,-88964.9,3856627.5,5668334.6,15347300.9,-0.00324,4503815.5,7764111.3,11412410.7,4762814.2,3697377.2,6103046.8,13387501.5,15533282.4,32699285.1,194584701.1,255938233.7,291495988.6,778768128.0,131417061.5,273839727.5,374604137.5,198297358.0,245481991.3,404163990.5,449053708.5,-2417004.8,94307264.9,176251551.2,212470731.7,480610244.7,77492396.9,164378346.9,242413266.5,127760845.0,153700937.8,238196978.2,275357002.8,1857980.7,17354340.6,1655528.7,33819231.8,54702830.2,7819783.7,15492525.2,34514836.2,21804647.4,24014634.8,20187994.1,25078399.2,3854373.7,33819110.7,26554182.5,29908300.3,94606818.0,15332393.7,38462363.0,39743598.6,20523130.4,24567310.1,54863219.4,58751293.9,-91159670.9,445507849.8,53130915.0,37776293.0,440515246.7,-8068198.0,323333993.2,-2454276.4,81453142.9,10126919.1,442969523.2,367130301.8,29.07,1561.9,5961.5,5460.9,13013.4,2251.8,5430.3,6904.4,321.5,1611.0,6109.1,10440.1
6.year_inc#c.ivparm1,-3953.9,-9128.9,-11677.5,-6083.5,-30843.7,-2151.2,-15650.3,-12196.9,-5169.3,-2731.1,-3484.4,-18646.8,-23523.2,0.00000107,0.000267,0.000510,0.000847,0.000236,0.000288,0.000204,0.000193,0.000290,0.000264,0.000329,0.000286,0.000218,-0.144,10181.0,12342.4,6588.7,29112.0,3872.9,15199.2,12705.3,5004.3,2320.9,4389.1,16406.6,20234.9,-0.00000445,0.000646,0.000569,0.0000498,0.000300,0.000380,0.000339,0.000336,0.000347,0.000464,0.000214,0.000258,0.000278,-514.8,24101.6,12454.3,-1346.8,34694.3,4921.6,24534.6,21710.4,5355.8,3909.8,2197.7,12983.9,24416.9,-0.00380,126.1,1411.6,2549.2,4086.9,569.8,1830.4,1877.0,571.4,431.2,693.6,2209.9,2945.7,-5.80e-09,0.0000491,0.000416,0.000319,0.0000877,0.000192,-0.0000276,0.00000871,0.000217,0.000350,0.0000963,0.000225,-0.0000503,2017583.2,15117218.2,16151037.2,19165215.0,4940958.0,8119951.7,25017757.9,28227931.1,10817817.4,7176127.4,9792144.4,24229688.6,33519850.6,78199092.5,486076077.1,663959719.2,606655849.1,1.83377e+09,340006789.5,760238366.3,977801164.3,363408209.6,494305381.3,855967086.1,1.13035e+09,-1241260.3,274120528.7,427527590.4,404578215.9,1.10493e+09,210071500.2,426114219.6,634761339.0,215077636.8,312882008.5,470163719.2,679775921.1,6714992.6,76499798.3,31660026.4,99478917.2,214474328.1,35389853.1,129924253.1,148649840.0,64751484.7,77167528.1,65824488.1,114332990.4,9000377.5,67807221.3,77074972.8,85045351.9,238820367.7,39564615.8,123469209.2,114690176.0,39016213.3,46038398.4,124130191.8,160239538.6,-189396263.1,527688803.6,650940165.4,4135683.2,995323785.4,-90229335.0,881891063.9,237915751.1,72959589.1,-174730483.9,757408034.3,1.01259e+09,-26.54,8780.3,14363.8,8942.5,32451.1,6187.3,14615.7,17787.4,3885.1,4028.1,14663.8,22378.8
8.year_inc#c.ivparm1,-10957.8,-31950.9,-33206.6,-21353.3,-97468.6,-9340.6,-47206.7,-46682.7,-14011.3,-7951.5,-13950.8,-50785.9,-74116.8,-0.00000186,0.000522,0.000679,0.000887,0.000330,0.000706,0.000228,0.000316,0.000534,0.000628,0.00100,0.000344,0.000231,-191.9,19130.3,15900.3,3427.9,38266.7,9339.8,16242.2,19705.1,9511.8,5811.2,13343.8,18561.6,19415.1,-0.00000960,0.001000,0.00109,0.000971,0.000559,0.000316,0.000631,0.000534,0.000596,0.000460,-0.0000361,0.000589,0.000585,-1342.3,34460.8,22969.1,3942.2,60029.8,2425.7,44574.9,31183.2,8800.0,2997.5,-4612.0,28846.6,48804.1,226.1,390.1,2637.4,4388.9,7642.4,2146.0,2604.2,3920.4,365.0,151.7,2386.6,3722.0,5131.5,0.000552,0.000118,0.000757,0.00110,0.000411,0.000954,0.000207,0.000284,-0.0000958,-0.000174,0.000483,0.000615,0.000477,367589.1,9283368.4,39199934.6,14444117.4,18630821.7,15339871.6,31857906.7,25302484.4,14556317.7,10382247.4,25039432.6,37985465.3,33391760.4,99404908.7,906413408.6,1.07199e+09,870013884.9,2.95335e+09,685250864.8,1.16237e+09,1.50448e+09,687270423.3,948846388.6,1.44886e+09,1.58082e+09,1085704.0,484487322.0,707911694.7,580715308.6,1.77414e+09,395647253.0,723806884.1,910932402.5,413676285.0,534866669.3,863207610.2,964816474.6,9207063.3,116224705.2,79058552.8,193734256.9,398089121.5,120140692.6,136134997.3,224112911.5,94012985.1,167508655.6,173976210.0,183935443.8,11083993.2,129716717.8,116268582.5,107257554.8,364990459.9,95391167.4,143600415.0,191384657.6,76538872.9,118777444.1,173605802.3,193060419.6,-253152319.1,895554111.9,191581695.6,-761858319.3,62889226.5,65434556.4,413361414.2,-149614099.7,54465653.8,84052215.2,212503326.2,-57010983.7,1433.3,15089.5,20074.2,14125.7,50722.7,11261.8,20297.0,33592.3,10621.9,14211.1,17130.4,28839.0
10.year_inc#c.ivparm1,-15346.5,-57832.0,-66946.4,-46646.6,-186771.4,-21064.7,-96189.7,-86029.2,-29725.8,-13633.7,-24264.3,-100742.2,-135980.9,-0.00000814,0.000589,0.00115,0.00169,0.000485,0.000931,0.000330,0.000507,0.000845,0.000920,0.00133,0.000458,0.000340,-485.5,20468.2,27268.2,7143.7,54394.6,11646.1,22729.7,31224.4,15419.9,8832.3,17605.5,23170.2,27328.6,-0.00000600,0.00168,0.00169,0.000539,0.000800,0.000746,0.000891,0.000702,0.000609,0.000955,0.000205,0.000915,0.000850,-1622.5,56277.4,33773.2,-8245.8,80182.3,6191.2,60492.8,38066.8,6178.3,7381.6,-3832.8,42115.5,67812.9,0.00190,235.4,1353.9,3825.5,5414.8,2309.4,2130.8,1602.7,1296.4,364.0,1258.8,3812.1,1809.0,0.00000285,-0.0000889,0.0000181,0.000608,-0.000151,0.000848,-0.000308,-0.000656,0.000260,-0.000142,-0.000184,0.000476,-0.000579,1536114.6,342298.0,44460291.0,32069160.5,40173125.2,19773968.5,38294833.0,28200907.6,8747425.6,11283553.6,20105309.6,50331863.8,50011377.2,123665799.0,1.02192e+09,1.49695e+09,1.24869e+09,3.89194e+09,883534544.4,1.47568e+09,2.00350e+09,1.03346e+09,1.29883e+09,1.88844e+09,1.97495e+09,6562879.0,645648466.0,975574989.8,846287026.7,2.47401e+09,540478361.2,933732338.0,1.33255e+09,646531816.4,849064521.3,1.14147e+09,1.28700e+09,2276874.1,117209986.8,126419725.7,231034397.6,477299184.9,164899371.3,158504455.2,204306922.2,178253282.3,206104056.8,272992262.7,134146531.3,14637199.7,120609058.9,170479093.3,138672361.7,444503057.4,109072246.0,173602582.4,213683517.6,120449365.0,135606351.0,230819539.8,214981446.5,-284442432.9,1.17422e+09,914988897.4,-995826459.6,810219346.2,39127397.6,640502869.1,456407868.2,371180617.9,259672015.2,353811478.1,399911330.7,483.5,12448.2,23707.3,10121.6,46760.6,11100.1,20995.9,35232.1,15391.4,8790.3,11528.4,20269.0
12.year_inc#c.ivparm1,-23797.9,-86792.9,-128810.9,-86873.7,-326275.4,-38009.0,-171436.1,-148865.1,-53489.4,-21971.2,-43775.0,-177410.3,-234776.9,-0.0000190,0.000807,0.00189,0.00263,0.000734,0.00146,0.000512,0.000695,0.000976,0.00112,0.00147,0.000776,0.000570,-1008.8,27434.8,44287.8,9654.5,80368.3,18012.1,34343.0,41341.4,17058.1,10754.0,17794.0,39026.9,45298.1,-0.000118,0.00176,0.00203,0.0000588,0.000750,0.000270,0.000863,0.000538,0.00102,0.00126,0.000555,0.000997,0.000766,-6808.9,54974.4,31339.6,-26340.2,53164.8,-4888.9,50250.1,17391.2,10681.4,9647.2,-3768.8,35773.6,47372.4,-0.00187,506.4,2720.2,9645.8,12872.4,2477.5,5613.0,7637.1,1696.6,2369.0,2745.3,5235.3,8698.2,0.0000309,0.000114,0.000207,0.00184,0.000359,0.000534,0.000290,0.000323,0.000320,0.00151,0.000566,0.000434,0.000270,-1596037.0,35647236.2,77129539.0,4152271.3,73587374.8,36701674.8,56647585.7,55135742.5,22485902.5,5755990.3,33840730.7,60483734.2,56431899.4,131709542.8,1.29936e+09,2.21144e+09,1.84307e+09,5.48571e+09,1.22262e+09,2.21809e+09,2.85850e+09,1.23145e+09,1.39250e+09,2.62721e+09,3.03164e+09,5050404.6,743167463.9,1.46951e+09,1.17606e+09,3.39372e+09,776031392.8,1.32888e+09,1.77507e+09,758595868.9,863096341.7,1.61865e+09,1.85910e+09,-7394689.7,121091100.4,131410919.8,242426520.1,487427324.0,138813434.2,163231234.7,315291683.9,190087887.2,166624657.8,172135640.1,158526002.6,15856511.7,169655822.0,239991237.8,228640064.7,654181554.8,143348548.5,291083672.9,355445455.8,138281236.4,146396981.9,298736099.0,372551769.9,-382359111.4,1.53006e+09,1.53025e+09,-1.70117e+09,976824003.8,78734210.0,350410848.2,106366575.7,155085246.0,-156731271.5,870457428.1,743004547.8,1425.8,26147.6,58135.8,21495.6,107204.9,18137.4,43326.2,56298.7,18173.9,30112.3,50906.2,70893.5
14.year_inc#c.ivparm1,-20962.2,-108681.6,-192174.5,-146387.0,-468205.2,-60013.2,-248484.7,-215955.7,-74333.9,-32954.9,-57818.1,-252249.6,-333858.1,-0.0000141,0.00100,0.00238,0.00324,0.000867,0.00166,0.000559,0.000818,0.00161,0.00176,0.00190,0.000922,0.000572,-798.3,33148.0,53499.8,4571.9,90421.4,19121.9,34726.0,46272.0,31149.9,18073.2,23792.6,44149.4,40149.6,-0.000140,0.00231,0.00241,0.000736,0.000937,0.000354,0.000976,0.000652,0.00115,0.000787,0.000857,0.00127,0.000982,-7508.4,70393.3,29819.1,-34716.7,57987.4,-8821.0,50667.8,16069.3,10219.2,2234.2,-2771.9,41918.0,56589.1,-0.0000714,285.3,2730.1,6619.2,9634.7,1481.9,6123.6,4345.5,2044.2,2010.6,1635.0,5289.2,6108.5,0.0000251,-0.000146,-0.0000411,0.00134,-0.000196,-0.000163,0.000384,-0.000529,0.000124,0.000660,-0.000197,0.000335,-0.000142,-1698216.1,26991497.0,106509287.6,19741650.1,125097029.8,46285552.6,77834238.9,75961074.5,55381566.1,26492294.5,39486220.6,75616483.5,49910439.3,131055690.3,1.64272e+09,2.74351e+09,2.07158e+09,6.59422e+09,1.44610e+09,2.54379e+09,3.33700e+09,1.96011e+09,1.88444e+09,3.25722e+09,3.18800e+09,8090316.1,950333109.7,1.77267e+09,1.44414e+09,4.17529e+09,925799033.4,1.58729e+09,2.23592e+09,1.21467e+09,1.17860e+09,1.93936e+09,2.03482e+09,5177024.9,249584845.1,284531858.0,241605380.0,780847996.5,135205579.2,221184507.3,321947064.9,346485744.4,322133953.7,458900931.5,299156672.8,14881844.1,212777037.3,305782238.2,209709139.9,743734750.3,163343342.2,299969601.4,353189110.0,213673186.4,201419594.8,390545640.3,366718221.6,-393495855.4,1.45493e+09,1.71442e+09,-2.43028e+09,336462320.1,-110367461.2,76360037.7,-249452521.2,429343517.5,-251029677.4,585914841.4,17486263.8,381.5,27939.0,67398.0,25912.9,121631.4,23865.3,52061.0,68064.8,35594.2,27650.2,53566.6,62171.9
16.year_inc#c.ivparm1,-22995.2,-147799.1,-273151.0,-221279.9,-665225.2,-80460.8,-366839.6,-315680.4,-115886.3,-51379.2,-81358.2,-349544.9,-468878.1,-0.00000206,0.00142,0.00284,0.00451,0.00110,0.00170,0.000771,0.000965,0.00183,0.00155,0.00220,0.00126,0.000833,-340.9,45827.4,59756.3,5897.7,111140.5,17993.4,46421.6,50621.4,34507.4,14560.9,26681.3,60519.0,58639.6,-0.000107,0.00246,0.00328,-0.0000478,0.000950,0.000551,0.00100,0.000757,0.00110,0.00112,0.0000167,0.00118,0.000983,-6507.9,68597.6,37972.0,-70196.3,29865.4,-10419.5,38798.6,9193.9,673.3,2649.6,-23481.0,20671.5,39611.6,163.4,1326.0,2880.3,6447.4,10817.2,3592.5,4147.9,3895.0,2052.3,1368.9,3035.0,6922.2,5172.4,0.000322,0.000597,0.0000770,0.00109,-0.000351,0.000987,-0.000682,-0.000759,-0.0000794,0.000179,0.000449,0.000296,-0.000895,1941169.4,50815856.2,78679081.1,16466783.3,186663874.9,32910337.4,52837101.5,60045956.5,40017184.7,11219094.8,14951804.5,87919178.9,75037613.3,159253722.6,2.15232e+09,3.32582e+09,2.53576e+09,8.17565e+09,1.66771e+09,3.23318e+09,3.98620e+09,2.41418e+09,2.40858e+09,4.18945e+09,4.09376e+09,27489217.4,1.16830e+09,2.13803e+09,1.69658e+09,5.03077e+09,967977201.6,1.95425e+09,2.55702e+09,1.45083e+09,1.48601e+09,2.47375e+09,2.61197e+09,3677612.3,271757723.9,318411925.9,300675808.3,894749396.8,270237434.0,239623470.5,416336423.0,394145435.2,448423503.0,478412973.8,230366527.7,17919749.0,303518457.8,356382406.3,264131149.8,942200539.7,207289230.2,381324211.8,425379024.1,275654639.6,261276928.2,516821515.6,459256669.9,-379332553.6,2.58569e+09,1.21003e+09,-2.94646e+09,465814549.9,-386114785.4,420669025.6,1679700.1,361338260.1,-284658882.5,464134849.9,490591075.2,1857.8,38294.9,91407.9,24453.2,156369.6,30697.6,68510.4,74289.2,37345.8,25287.4,82080.4,88326.2
18.year_inc#c.ivparm1,-22432.3,-183719.5,-342663.1,-306282.2,-855097.1,-102618.6,-473838.5,-409277.9,-156847.2,-72713.1,-108218.1,-445819.2,-595631.3,-0.00000636,0.00137,0.00364,0.00560,0.00123,0.00165,0.000891,0.00105,0.00179,0.00176,0.00213,0.00145,0.00103,-523.5,42488.2,74244.2,1259.2,117468.2,15166.0,50548.0,50153.7,31510.4,15942.6,23126.2,67314.5,70791.8,-0.0000921,0.00311,0.00385,-0.000102,0.00107,0.000480,0.00112,0.000915,0.00187,0.00135,0.000936,0.00126,0.000971,-5978.5,85410.6,37114.4,-98025.5,18521.0,-16383.6,35880.6,7566.1,12495.2,1711.6,-15305.2,10954.9,22409.5,256.3,723.3,7199.4,14239.4,22418.5,4390.1,12702.0,10194.6,3056.0,1362.5,3103.6,12223.9,14972.4,0.000519,0.0000832,0.00117,0.00273,0.000679,0.00153,0.00111,0.000402,0.000434,0.000266,0.000469,0.00120,0.000482,1924322.0,62869474.0,95711147.7,53252810.5,255790305.6,29542473.2,56185998.8,105355348.5,61923925.7,28424893.6,56915377.7,108674414.9,122563364.6,138937521.2,2.21137e+09,4.23227e+09,3.23969e+09,9.82809e+09,1.86839e+09,4.17483e+09,4.70677e+09,2.55902e+09,2.45697e+09,5.12132e+09,5.40068e+09,824030.8,1.29210e+09,2.66865e+09,2.10983e+09,6.07135e+09,1.21060e+09,2.52948e+09,2.92494e+09,1.62646e+09,1.59095e+09,3.14641e+09,3.23429e+09,9131426.3,267692241.2,434916739.4,460079292.0,1.17241e+09,192405276.0,491036468.2,694739739.6,448254238.4,395757658.9,477674328.4,531754553.6,16900980.1,287818748.1,502084378.4,344693158.6,1.15220e+09,189530520.1,508054593.3,534102461.3,262800492.2,240128535.4,618093575.4,699865024.3,-414361406.8,1.56105e+09,1.36965e+09,-4.53440e+09,-2.02780e+09,-1.15003e+09,-696385444.5,-1.77373e+09,-897858952.1,-1.40516e+09,-254078891.3,20082344.7,2132.7,41002.5,94459.3,19162.5,156757.0,21741.7,65687.7,65284.8,31778.1,27148.9,91472.2,103237.3
20.year_inc#c.ivparm1,-20998.7,-196551.7,-422907.5,-404972.2,-1045430.1,-123620.8,-584331.7,-505371.4,-189895.2,-84179.2,-133773.1,-540058.7,-731914.1,-0.00000698,0.00164,0.00508,0.00548,0.00140,0.00153,0.000967,0.00132,0.00251,0.00234,0.00328,0.00148,0.00107,-543.9,51766.1,105924.6,-28523.9,128622.8,11588.0,50811.6,65008.6,49912.0,23703.6,42417.3,63614.3,67122.9,-0.0000594,0.00325,0.00255,0.00157,0.000881,0.000667,0.000998,0.000699,0.000755,0.00131,-0.000724,0.00110,0.000945,-4557.5,89305.8,-22800.2,-99971.8,-38023.7,-18230.7,12656.9,-23764.2,-22885.2,-760.4,-52844.9,-14259.4,3092.3,207.4,919.5,11948.0,16810.3,29885.2,5740.3,16150.3,12089.2,1570.6,-1614.0,1108.6,17796.0,22574.3,0.000400,0.000127,0.00205,0.00434,0.00115,0.00223,0.00166,0.000274,-0.000631,-0.00237,-0.000845,0.00238,0.00179,259368.1,66333699.4,193337610.5,44024200.9,344132884.5,38168505.5,101687036.2,145462632.6,105402999.4,55582365.0,111657090.9,158502022.1,160393149.8,148086678.5,2.69678e+09,5.82249e+09,3.55023e+09,1.22226e+10,1.97252e+09,5.08953e+09,5.85100e+09,3.58164e+09,3.31665e+09,6.37160e+09,6.66845e+09,8114633.4,1.61850e+09,3.64616e+09,2.21742e+09,7.49073e+09,1.21084e+09,3.08767e+09,3.60750e+09,2.34768e+09,2.15713e+09,3.88323e+09,3.93221e+09,13578073.2,279881548.1,593890085.6,470400621.7,1.35803e+09,295088842.6,340976301.9,499804828.6,466423384.4,482568450.8,858229199.8,596521801.4,17091829.7,331518051.0,701562609.8,413009833.0,1.46364e+09,217821557.4,642693413.6,687861262.5,352807033.8,318144423.8,775778234.4,893010905.7,-459690280.9,1.51783e+09,2.41038e+09,-8.18780e+09,-4.72788e+09,-1.59862e+09,-1.54873e+09,-2.39707e+09,-953074624.6,-1.43002e+09,-2.33080e+09,-2.17618e+09,2537.2,65965.7,155355.4,9630.3,233488.7,26036.8,79158.5,132084.7,87510.7,75463.9,101403.9,119941.1
22.year_inc#c.ivparm1,-17461.7,-192065.6,-511481.0,-526615.3,-1247623.6,-152317.0,-718258.8,-621201.3,-225019.6,-105987.0,-155966.8,-626422.4,-870287.0,-0.0000176,0.00185,0.00475,0.00738,0.00139,0.00145,0.000904,0.00134,0.00268,0.00256,0.00311,0.00143,0.00100,-994.0,59687.0,86030.6,-31934.6,112789.0,7312.2,37466.3,57632.2,54203.0,25910.3,38261.4,55156.8,51273.9,-0.0000417,0.00342,0.00587,0.0000855,0.00124,0.000760,0.00115,0.00111,0.00139,0.00235,0.000408,0.00138,0.00126,-3525.5,97011.1,54527.6,-164538.4,-16525.2,-22975.8,9895.8,-8715.6,-11698.8,10455.7,-38204.3,-7809.5,18149.5,-0.00322,1307.1,9465.9,28110.7,38883.6,4726.5,20189.9,20829.7,4436.8,4321.9,4873.2,18053.9,29720.3,0.0000302,0.000299,0.00167,0.00608,0.00212,0.00193,0.00287,0.00189,0.000332,0.00150,0.000778,0.00253,0.00343,1640703.4,78710757.8,197234613.0,9732484.6,479283022.4,-5875127.0,64088788.2,126383284.4,155589068.6,61850873.0,140855591.9,161282591.6,137951934.3,169563611.9,2.77542e+09,5.56204e+09,4.33922e+09,1.28572e+10,2.04257e+09,5.20279e+09,6.66773e+09,4.25791e+09,3.78876e+09,6.18950e+09,6.55675e+09,11386258.0,1.58855e+09,3.59040e+09,2.58842e+09,7.77899e+09,1.33835e+09,3.05336e+09,3.98267e+09,2.65824e+09,2.33872e+09,3.79632e+09,3.78240e+09,14873911.6,418176252.4,486397159.3,1.07659e+09,1.99627e+09,285217580.4,774729512.4,1.13840e+09,657053227.8,772850221.9,857874805.2,1.05400e+09,19500475.2,353394664.1,619980558.9,552129175.8,1.54616e+09,187052487.8,671061127.4,835359552.4,456099353.1,404111918.1,710796663.8,903004375.3,-532706672.0,2.60545e+09,647623919.6,-8.03394e+09,-5.33244e+09,-1.86626e+09,-1.70761e+09,-2.44927e+09,-1.12302e+09,-2.03896e+09,-2.88317e+09,-2.34316e+09,2707.5,72318.3,146964.2,183.2,222665.2,21930.8,68268.2,123657.0,84431.9,66325.6,99008.2,116302.5
