,n_startpop_5564,n_startpop_6574,n_startpop_7584,n_startpop_85p,n_startpop_all,n_startpop_blk,n_startpop_college,n_startpop_f,n_startpop_his,n_startpop_his_f,n_startpop_hsless,n_startpop_m,n_startpop_wht,p_cogstate1_5564,p_cogstate1_6574,p_cogstate1_7584,p_cogstate1_85p,p_cogstate1_all,p_cogstate1_blk,p_cogstate1_college,p_cogstate1_f,p_cogstate1_his,p_cogstate1_his_f,p_cogstate1_hsless,p_cogstate1_m,p_cogstate1_wht,n_cogstate1_5564,n_cogstate1_6574,n_cogstate1_7584,n_cogstate1_85p,n_cogstate1_all,n_cogstate1_blk,n_cogstate1_college,n_cogstate1_f,n_cogstate1_his,n_cogstate1_his_f,n_cogstate1_hsless,n_cogstate1_m,n_cogstate1_wht,p_cogstate2_5564,p_cogstate2_6574,p_cogstate2_7584,p_cogstate2_85p,p_cogstate2_all,p_cogstate2_blk,p_cogstate2_college,p_cogstate2_f,p_cogstate2_his,p_cogstate2_his_f,p_cogstate2_hsless,p_cogstate2_m,p_cogstate2_wht,n_cogstate2_5564,n_cogstate2_6574,n_cogstate2_7584,n_cogstate2_85p,n_cogstate2_all,n_cogstate2_blk,n_cogstate2_college,n_cogstate2_f,n_cogstate2_his,n_cogstate2_his_f,n_cogstate2_hsless,n_cogstate2_m,n_cogstate2_wht,n_nhmliv_dem_5564,n_nhmliv_dem_6574,n_nhmliv_dem_7584,n_nhmliv_dem_85p,n_nhmliv_dem_all,n_nhmliv_dem_blk,n_nhmliv_dem_college,n_nhmliv_dem_f,n_nhmliv_dem_his,n_nhmliv_dem_his_f,n_nhmliv_dem_hsless,n_nhmliv_dem_m,n_nhmliv_dem_wht,p_nhmliv_dem_5564,p_nhmliv_dem_6574,p_nhmliv_dem_7584,p_nhmliv_dem_85p,p_nhmliv_dem_all,p_nhmliv_dem_blk,p_nhmliv_dem_college,p_nhmliv_dem_f,p_nhmliv_dem_his,p_nhmliv_dem_his_f,p_nhmliv_dem_hsless,p_nhmliv_dem_m,p_nhmliv_dem_wht,helphoursyr_dem_5564,helphoursyr_dem_6574,helphoursyr_dem_7584,helphoursyr_dem_85p,helphoursyr_dem_all,helphoursyr_dem_blk,helphoursyr_dem_college,helphoursyr_dem_f,helphoursyr_dem_his,helphoursyr_dem_his_f,helphoursyr_dem_hsless,helphoursyr_dem_m,helphoursyr_dem_wht,t_totmd_dem_5564,t_totmd_dem_6574,t_totmd_dem_7584,t_totmd_dem_85p,t_totmd_dem_all,t_totmd_dem_blk,t_totmd_dem_college,t_totmd_dem_f,t_totmd_dem_his,t_totmd_dem_hsless,t_totmd_dem_m,t_totmd_dem_wht,t_mcare_dem_5564,t_mcare_dem_6574,t_mcare_dem_7584,t_mcare_dem_85p,t_mcare_dem_all,t_mcare_dem_blk,t_mcare_dem_college,t_mcare_dem_f,t_mcare_dem_his,t_mcare_dem_hsless,t_mcare_dem_m,t_mcare_dem_wht,t_caidmd_dem_5564,t_caidmd_dem_6574,t_caidmd_dem_7584,t_caidmd_dem_85p,t_caidmd_dem_all,t_caidmd_dem_blk,t_caidmd_dem_college,t_caidmd_dem_f,t_caidmd_dem_his,t_caidmd_dem_hsless,t_caidmd_dem_m,t_caidmd_dem_wht,t_oopmd_dem_5564,t_oopmd_dem_6574,t_oopmd_dem_7584,t_oopmd_dem_85p,t_oopmd_dem_all,t_oopmd_dem_blk,t_oopmd_dem_college,t_oopmd_dem_f,t_oopmd_dem_his,t_oopmd_dem_hsless,t_oopmd_dem_m,t_oopmd_dem_wht,t_qalys_dem_5564,t_qalys_dem_6574,t_qalys_dem_7584,t_qalys_dem_85p,t_qalys_dem_all,t_qalys_dem_blk,t_qalys_dem_college,t_qalys_dem_f,t_qalys_dem_his,t_qalys_dem_hsless,t_qalys_dem_m,t_qalys_dem_wht,t_est_helperct_dem_5564,t_est_helperct_dem_6574,t_est_helperct_dem_7584,t_est_helperct_dem_85p,t_est_helperct_dem_all,t_est_helperct_dem_blk,t_est_helperct_dem_college,t_est_helperct_dem_f,t_est_helperct_dem_his,t_est_helperct_dem_hsless,t_est_helperct_dem_m,t_est_helperct_dem_wht
22.year_inc,3467999.3,-2077391.2,6827728.7,9661470.5,21783288.5,3926610.6,12331029.9,11440770.9,12290725.0,6035666.0,4840596.7,10342517.6,5565952.9,0.00130,0.00866,0.0145,-0.00491,0.0225,0.0235,0.0290,0.0224,0.0272,0.0226,-0.00520,0.0226,0.0172,94251.2,257325.1,1037950.3,2988170.3,4444715.1,785927.1,2839581.8,2385840.5,1681013.2,831293.1,600022.8,2058874.6,1977774.8,0.0128,0.0150,0.0143,0.00187,0.0253,0.0119,0.0319,0.0239,0.0124,0.00907,0.00640,0.0269,0.0193,856299.3,294758.6,1903807.1,3066332.9,6680883.3,1099479.3,3892230.6,3379284.3,3017182.7,1431043.4,1515505.0,3301599.0,2564221.2,-678.9,98.50,59484.1,727087.4,786136.2,126183.1,629994.1,462338.7,126704.3,74939.7,-9811.8,323797.5,533248.7,-0.00388,-0.00416,0.00346,0.00473,0.0229,0.0294,0.0549,0.0174,0.0125,0.0142,-0.0270,0.0312,0.0386,60564377.8,311178365.2,1.81133e+09,5.50593e+09,2.64299e+10,1.34806e+09,5.08589e+09,4.09090e+09,3.00842e+09,1.50549e+09,1.07361e+09,3.61943e+09,3.35385e+09,679316473.4,5.88643e+09,2.74371e+10,9.77569e+10,1.32247e+11,2.44681e+10,8.97717e+10,7.22273e+10,4.15562e+10,1.29486e+10,6.00196e+10,6.62225e+10,11499454.3,2.35313e+09,1.50992e+10,4.77066e+10,6.52033e+10,1.36096e+10,4.40173e+10,3.48323e+10,2.17998e+10,6.44371e+09,3.03710e+10,2.97940e+10,287094281.6,2.28314e+09,4.75455e+09,2.12696e+10,2.87632e+10,5.68061e+09,1.73323e+10,1.73520e+10,1.05106e+10,4.05772e+09,1.14112e+10,1.25719e+10,67327697.1,989611561.8,4.48047e+09,2.28892e+10,2.84761e+10,4.54577e+09,2.07766e+10,1.65632e+10,7.40912e+09,1.78713e+09,1.19129e+10,1.65212e+10,7.68167e+09,2.62396e+10,7.61501e+10,1.64129e+11,2.79794e+11,4.86250e+10,1.74266e+11,1.43805e+11,1.15691e+11,4.76123e+10,1.35989e+11,1.15478e+11,53590.5,197466.2,1129927.0,4282636.6,5694713.1,929427.5,3933024.8,3291894.6,1907844.2,515955.9,2402818.6,2857441.5
24.year_inc,4600474.1,-1239812.1,6327430.0,10186208.3,23433290.6,4235863.0,12832219.9,12201582.0,13587282.6,6661826.1,5490672.6,11231708.7,5610145.0,0.00154,0.00800,0.0172,0.00542,0.0245,0.0242,0.0313,0.0245,0.0287,0.0243,-0.00395,0.0245,0.0190,118661.1,261807.3,1063834.1,3349253.8,4856054.7,836220.9,3060219.1,2605380.8,1855441.2,922422.6,715387.3,2250673.9,2164392.6,0.0145,0.0153,0.0151,-0.000571,0.0256,0.0117,0.0308,0.0252,0.0131,0.0118,0.00727,0.0261,0.0184,1043961.9,415954.7,1811831.0,3185024.3,6987182.5,1168717.0,3863825.7,3594718.0,3335584.7,1613699.6,1723884.0,3392464.4,2482880.8,2685.7,1077.2,57407.0,837632.8,898498.1,137536.2,722651.6,532664.5,146122.0,81428.0,98.49,365833.5,614839.8,0.00164,-0.00328,0.00233,0.00870,0.0275,0.0320,0.0651,0.0231,0.0151,0.0139,-0.0268,0.0353,0.0460,100415463.0,279314708.6,1.88872e+09,6.19945e+09,3.02295e+10,1.41203e+09,5.34580e+09,4.64494e+09,3.49892e+09,1.84813e+09,1.36716e+09,3.84813e+09,3.58212e+09,934596726.6,6.26435e+09,2.75356e+10,1.09838e+11,1.45012e+11,2.61122e+10,9.77865e+10,7.95432e+10,4.60273e+10,1.59470e+10,6.54691e+10,7.28728e+10,4158259.9,2.63072e+09,1.48908e+10,5.33623e+10,7.09113e+10,1.41571e+10,4.72012e+10,3.82158e+10,2.42701e+10,8.28094e+09,3.26954e+10,3.24841e+10,306550723.0,2.48868e+09,5.47479e+09,2.44255e+10,3.29077e+10,6.21400e+09,1.97682e+10,2.00742e+10,1.18428e+10,5.19432e+09,1.28335e+10,1.48509e+10,94641872.5,1.04813e+09,4.52260e+09,2.57898e+10,3.15006e+10,4.97073e+09,2.30203e+10,1.83656e+10,8.19316e+09,2.24479e+09,1.31349e+10,1.83367e+10,9.37552e+09,2.54953e+10,7.64337e+10,1.82975e+11,2.99125e+11,5.08379e+10,1.85292e+11,1.51434e+11,1.24030e+11,5.34714e+10,1.47691e+11,1.24257e+11,74910.1,220683.6,1211367.8,4837651.9,6381452.5,983463.5,4258138.0,3717775.3,2255510.8,730732.3,2663677.2,3142478.2
26.year_inc,5463937.4,-176787.0,5824074.3,10532370.2,25098310.8,4553572.1,13305604.2,12936500.7,14902597.0,7311234.8,6142729.8,12161810.1,5642141.7,0.00173,0.00748,0.0203,0.0130,0.0258,0.0248,0.0319,0.0260,0.0316,0.0268,-0.00135,0.0256,0.0195,137437.2,278294.1,1099702.0,3606553.8,5183821.4,884188.6,3145983.8,2784779.1,2079415.1,1031879.9,859914.7,2399042.3,2220217.7,0.0161,0.0172,0.0163,-0.00129,0.0264,0.0108,0.0308,0.0257,0.0146,0.0129,0.00779,0.0271,0.0182,1200472.8,628526.4,1730150.4,3280543.4,7370905.6,1229674.2,3914491.5,3754348.0,3683036.0,1777329.6,1927163.7,3616557.5,2458195.4,1985.0,-1584.1,58910.2,967648.6,1026678.2,161569.9,803173.0,626713.7,173395.2,94099.8,19445.5,399964.5,691713.1,-0.000209,-0.00564,0.00245,0.0191,0.0344,0.0403,0.0775,0.0328,0.0188,0.0166,-0.0241,0.0384,0.0566,134052944.2,345248670.2,1.85118e+09,6.73493e+09,3.42618e+10,1.53316e+09,5.51253e+09,5.00962e+09,3.94041e+09,2.09420e+09,1.61836e+09,4.09526e+09,3.63131e+09,1.14189e+09,6.61396e+09,2.88290e+10,1.20545e+11,1.57575e+11,2.80794e+10,1.02676e+11,8.67234e+10,5.23053e+10,1.99236e+10,7.08515e+10,7.71902e+10,71322824.3,2.79147e+09,1.58654e+10,5.77020e+10,7.64624e+10,1.50070e+10,4.89527e+10,4.08681e+10,2.77660e+10,1.03328e+10,3.55943e+10,3.36894e+10,414028454.8,2.15368e+09,5.59814e+09,2.89268e+10,3.72213e+10,7.06729e+09,2.19480e+10,2.30114e+10,1.31869e+10,6.17869e+09,1.42099e+10,1.69672e+10,113197300.5,1.10788e+09,4.58828e+09,2.87227e+10,3.45781e+10,5.46913e+09,2.45016e+10,2.04272e+10,9.31557e+09,3.01039e+09,1.41509e+10,1.97934e+10,1.03608e+10,2.71424e+10,7.84594e+10,1.94246e+11,3.15327e+11,5.31202e+10,1.86424e+11,1.60581e+11,1.37706e+11,6.27605e+10,1.54746e+11,1.24500e+11,86167.9,217001.4,1189309.7,5324913.4,6861906.0,1077391.7,4514798.2,3999441.3,2506714.0,845006.8,2862464.7,3277800.3
ivparm1,0.00000109,-0.000000959,0.000000202,0.000000568,0.00000518,-0.000000172,-0.00000173,-0.00000200,-0.000000137,0.000000287,-0.000000428,-0.00000244,0.00000452,1.14e-16,7.28e-16,3.32e-16,1.89e-15,3.37e-15,-5.06e-16,1.86e-15,2.71e-15,4.71e-15,-1.99e-15,-1.92e-15,3.83e-16,2.39e-15,-9.12e-09,-3.34e-08,2.19e-08,0.000000108,0.000000122,2.71e-08,4.51e-09,3.03e-08,5.77e-08,3.63e-08,-5.64e-08,-8.97e-08,0.000000287,-9.75e-16,2.44e-15,1.21e-15,-7.95e-15,5.12e-15,-4.58e-15,2.31e-15,4.73e-15,-7.50e-16,-7.19e-15,-2.59e-15,4.06e-15,-1.81e-15,1.95e-08,3.80e-08,0.000000275,-1.35e-08,0.000000438,0.000000109,0.000000346,0.000000186,0.000000218,0.000000103,5.17e-08,-3.26e-08,0.000000303,-2.05e-11,9.44e-11,-1.69e-09,3.28e-08,6.46e-08,7.22e-09,3.74e-08,1.53e-08,-3.01e-09,4.56e-09,3.85e-09,1.70e-08,1.58e-08,-2.32e-16,-6.28e-16,-5.19e-16,-6.78e-15,1.15e-15,7.59e-16,-2.88e-15,-5.44e-15,2.04e-15,-1.67e-15,-1.87e-15,6.47e-16,4.44e-16,84416.2,3053950.0,173937.8,-2732455.9,0.00108,200661.4,969662.2,1366500.3,26215.1,-527296.3,-1821160.8,-732030.1,407593.7,19970341.4,99009351.0,127086033.2,133221700.9,389801164.3,80649679.5,105683061.1,213033482.1,94129085.5,133536505.1,176767682.2,215022399.3,4405317.5,45962019.3,60908829.2,68515521.1,184419503.9,37422967.5,48427726.5,97983734.8,41765547.0,60128938.1,86435769.1,105230989.4,-5399532.9,23536015.8,22137121.9,36840875.3,77509206.0,14420259.4,8074003.2,51904434.4,35729525.8,49057506.9,25604771.6,27359420.7,3203987.2,19118835.4,24633117.5,18396846.0,67539964.2,13817739.1,17253038.2,36771066.7,17947443.6,24031328.9,30768897.5,35774781.4,11542017.7,25165741.1,31774813.4,34488899.2,106507217.6,24374449.7,29835697.1,58047156.3,25637652.5,37892825.3,48460061.2,56495115.4,1.25e-09,3150.2,1558.1,1115.6,5823.9,764.1,947.7,2990.3,1395.3,3205.3,2833.5,3664.5
2.year_inc#c.ivparm1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.year_inc#c.ivparm1,-0.762,-0.685,-0.135,-0.00461,-1.586,-0.166,-0.823,-1.189,-0.301,-0.298,-0.218,-0.397,-1.119,-2.08e-10,0.0000192,0.0000294,0.000228,0.0000285,0.0000268,0.0000298,0.0000247,0.0000158,0.0000196,0.0000249,0.0000328,0.0000310,-0.0164,745.4,721.5,2193.6,3660.4,375.1,2257.4,1689.2,275.5,179.1,364.9,1971.2,3009.8,-2.13e-10,0.000130,0.000265,0.000109,0.0000975,0.000128,0.0000771,0.000107,0.0000793,0.000120,0.000128,0.0000868,0.0000965,-0.0731,5025.1,6457.6,1018.8,12501.4,1771.4,5823.6,7294.5,1386.7,1096.7,1875.8,5206.9,9343.4,-0.000117,-0.0000516,-0.000642,-157.1,-157.1,-0.000117,-188.3,77.33,-0.000694,-0.000593,-214.8,-234.4,-157.1,2.41e-10,-0.00000893,-0.0000127,-0.000214,-0.0000864,-0.0000229,-0.000205,-0.0000428,-0.0000126,-0.0000162,-0.000125,-0.000140,-0.000140,-470737.7,-2483727.2,5204263.8,5233531.2,-0.00109,656026.4,5814227.9,1166561.3,1006524.2,1343946.2,-182334.9,6234848.8,5738859.6,25030907.3,54809833.4,61971045.9,100648081.8,240594881.6,28904235.5,126559732.2,108430493.8,20752936.3,25168670.0,132164387.8,190937709.8,7769385.3,51954557.0,57642354.8,117429689.6,232348060.9,29656802.1,102764476.1,118494943.4,32829150.8,46104894.9,113853117.5,169862107.9,-4445592.0,-25880410.0,-25132867.7,-43588147.1,-98303122.3,-25375577.1,-18061142.9,-42520151.4,-46859622.6,-64564458.7,-55782970.9,-26067922.6,4719238.1,9391701.5,7218089.4,-3230372.7,17473670.1,2759663.1,13049765.0,6224725.9,-1412272.0,-4768098.2,11248944.2,16126278.9,-19462331.8,35833414.7,48141993.4,197928317.5,263363204.8,24927488.0,209093676.2,132543336.8,18863914.8,3835299.0,130819868.0,219571802.0,1186.7,-2580.9,285.5,3186.0,2077.2,506.7,1793.2,-391.9,-660.8,-1333.7,2469.1,2231.3
6.year_inc#c.ivparm1,-2176.9,-6849.8,-6192.5,-3793.7,-19012.8,-1141.5,-10403.4,-10049.3,-1439.3,-662.2,-1888.8,-8963.5,-16432.1,0.000000607,0.0000744,0.000401,0.000528,0.000137,0.0000882,0.000114,0.000151,0.000104,0.000157,0.000233,0.000121,0.000149,-0.0352,2692.5,9982.3,4126.2,16801.0,1129.4,8459.0,9910.8,1832.4,1464.9,3192.9,6890.2,13839.2,0.00000486,0.000287,0.000423,0.000216,0.000183,0.000247,0.000247,0.000220,0.000270,0.000183,0.0000316,0.000141,0.000154,-0.0887,10374.6,9812.4,1006.7,21193.6,3278.5,18001.8,13910.1,4733.2,1634.8,-80.13,7283.5,13181.8,-0.000185,-0.0000373,-0.00325,174.9,174.9,-57.30,340.8,-236.3,-0.000128,-0.000128,-57.29,411.2,232.2,3.48e-10,-0.0000431,-0.000186,-0.000240,-0.000259,-0.000108,-0.000278,-0.000426,-0.0000616,-0.0000801,-0.000160,-0.0000600,-0.000457,-57120.9,-442524.9,19469358.6,6839062.4,874137.4,2663796.2,17817133.1,18398679.3,2877615.1,3800325.3,5025212.0,7293255.9,20150523.8,40796526.0,174432697.6,416707061.5,212780050.5,845587174.7,95968301.8,386339305.1,440942086.6,127288470.0,184606572.2,404645088.1,622330402.9,13778929.8,144702944.0,287687769.9,217137729.0,661238631.4,79230501.2,270216630.1,355831777.3,110117241.9,153885208.4,305406854.1,471890888.3,-6117482.0,-21395583.4,-31779582.5,-48074945.0,-107980795.2,-30824470.9,890415.6,-56715471.1,-48438665.7,-63657239.8,-51265324.1,-28717658.6,6736983.8,21887429.7,67319659.4,8766052.9,104890158.5,13883874.8,60679145.0,53556108.7,11683031.4,17134559.1,51334049.7,79323252.3,-30138305.1,145767871.2,830842052.8,269677392.3,1.21693e+09,-24761642.3,749523666.3,724053182.6,98472023.5,173861360.0,492874503.9,1.14322e+09,2582.7,1143.3,11694.2,7194.3,22614.5,4484.1,9445.3,15457.8,3444.8,4891.9,7156.7,14685.6
8.year_inc#c.ivparm1,-6205.5,-18660.1,-20987.2,-14180.5,-60033.3,-4048.1,-35469.7,-31310.3,-5707.3,-2882.0,-5646.4,-28723.0,-50277.9,0.00000176,0.000126,0.000576,0.000968,0.000212,0.000233,0.000168,0.000201,0.000177,0.000186,0.000321,0.000225,0.000214,-0.0487,4285.9,14109.1,6382.3,24777.2,2975.6,11959.0,12429.5,3072.4,1651.9,4114.9,12347.6,18729.1,0.0000101,0.000504,0.000768,0.00000989,0.000287,0.000356,0.000389,0.000361,0.000150,0.000193,0.000305,0.000202,0.000298,-156.5,17049.4,16651.3,-4252.7,29291.4,4240.6,26782.5,21143.3,1711.9,1389.3,3008.1,8148.1,23338.9,-0.000805,0.00169,232.8,1357.0,1589.8,222.2,430.6,893.6,395.4,420.3,221.4,696.2,972.3,7.50e-10,-0.0000386,-0.000144,-0.0000121,-0.000188,-0.00000677,-0.000360,-0.000201,0.0000897,0.000302,-0.0000779,-0.000129,-0.000448,560276.4,17899733.7,15961371.4,15638075.7,7338159.1,11567786.2,8266230.7,27480967.7,24940490.3,23019779.0,31894792.9,22427735.1,13400426.3,67221042.8,274247134.2,585303984.2,452186769.7,1.37604e+09,225384551.2,584566837.6,747805371.8,287500075.3,341667164.9,628235960.6,863156706.0,26019002.5,236997177.3,423778819.2,409081365.1,1.09295e+09,178558709.2,420197175.7,616484625.1,250530140.6,293493811.9,476467123.1,663862898.4,-13360632.5,-42585992.0,18249875.2,-30776006.9,-70287886.9,-40495976.3,7990038.4,-31950015.6,-20954011.1,-36611862.6,-38337871.4,-8837899.5,8976863.9,37450794.1,88177469.1,43350593.9,177118568.6,25791132.2,83857909.0,91529338.8,35246043.9,37236557.0,85589229.8,116081392.5,-41540576.3,385729160.0,1.02419e+09,179749691.7,1.54878e+09,165694511.1,906167775.7,784040730.5,200285599.4,218900530.7,764736081.6,1.18280e+09,1309.7,503.5,26304.2,14835.7,43067.4,7204.1,19070.0,19533.8,4702.3,7989.2,23533.6,31160.9
10.year_inc#c.ivparm1,-12999.2,-32482.3,-49142.4,-34855.6,-129479.5,-9728.0,-69329.4,-64075.2,-17207.7,-5823.1,-13928.5,-65404.4,-102543.9,-0.0000203,0.000279,0.000767,0.00123,0.000287,0.000300,0.000233,0.000341,0.000220,0.000239,0.000620,0.000225,0.000296,-934.7,9550.3,17650.8,4869.3,31135.6,3453.9,16026.7,20649.6,3221.0,2089.9,7823.3,10486.0,24460.7,0.0000156,0.000805,0.000848,0.000285,0.000380,0.000293,0.000462,0.000258,0.000512,0.000627,0.000128,0.000520,0.000357,-567.9,26303.0,13566.2,-7325.3,31976.1,2091.5,29111.1,9308.8,6899.0,5525.0,-2072.6,22667.2,22985.6,-0.0000550,453.6,-70.56,-829.7,-446.7,-116.4,-135.1,-987.0,-740.2,-545.9,-439.0,540.3,410.0,0.0000931,0.000311,-0.000339,-0.000530,-0.000531,-0.000261,-0.000770,-0.000925,-0.000544,-0.000780,-0.000541,-0.000121,-0.000761,-83553.6,8510807.6,37923734.5,7866008.4,37149753.2,18061559.8,28122688.1,41017655.1,8335275.3,14558273.4,26240373.2,13130816.9,27751636.9,59902129.1,497814091.8,836866552.1,488197856.5,1.87895e+09,314266975.5,827697863.9,1.04294e+09,357877536.4,506326333.2,836008588.2,1.20680e+09,7073511.4,333457116.6,667625918.2,502794496.8,1.50836e+09,239756304.3,639052784.9,856877754.6,316522331.4,437326691.1,651480018.7,952079137.5,-17400051.2,-21270258.7,-34157139.0,-153531211.6,-227686546.1,-44079995.7,-19080622.2,-153815864.7,-141563696.7,-154281070.5,-73870681.5,-42042853.7,10216774.7,85713175.0,110579931.7,19249344.5,224830410.2,35991196.6,104738898.9,122782080.9,34581040.3,52640288.3,102048329.4,154258173.3,-60252879.1,640450928.4,1.16460e+09,76885832.8,1.82146e+09,156945574.5,1.05919e+09,1.24428e+09,31310492.7,302020703.2,577184525.8,1.63321e+09,1803.8,14308.4,35165.9,25961.8,77239.9,7893.8,37097.5,54042.6,12107.1,18938.1,23197.3,57239.0
12.year_inc#c.ivparm1,-16123.3,-56536.5,-77082.3,-59182.1,-208924.2,-15182.7,-120002.4,-101761.8,-26013.3,-9543.4,-21204.1,-107162.4,-167728.2,-0.0000224,0.000402,0.000981,0.00165,0.000380,0.000524,0.000339,0.000469,0.000512,0.000574,0.000715,0.000277,0.000320,-1056.0,13276.7,22091.8,4731.8,39044.2,6331.5,22465.5,27831.8,9157.6,5681.3,8705.9,11212.5,23555.2,-0.00000211,0.000812,0.000799,0.000501,0.000352,-0.0000935,0.000290,0.000328,0.000258,0.000192,-0.00000508,0.000380,0.000423,-1565.6,23237.1,6490.3,-11752.7,16409.1,-5016.3,9657.5,8920.8,-99.10,67.03,-6347.7,7488.2,21524.5,-0.000722,655.6,1627.8,-2349.3,-65.78,1134.4,-763.6,-395.1,7.463,59.66,661.4,329.3,-1207.6,0.0000443,0.000365,0.000256,-0.000894,-0.000563,0.000315,-0.00109,-0.000966,-0.000227,-0.000252,0.0000639,-0.000170,-0.00102,178946.4,18108026.4,42573142.1,4969382.1,66137954.4,1051276.6,28796326.2,50835541.4,42829835.2,29040049.4,36742684.4,14924111.4,21878541.0,57984694.6,610294370.8,1.13935e+09,553982010.5,2.35714e+09,450100951.2,1.14928e+09,1.44248e+09,592657766.6,610306255.0,914657341.9,1.31438e+09,12932543.5,388342619.1,861826878.9,616790899.7,1.87572e+09,307051795.6,860635440.2,1.15116e+09,478746385.3,475015026.7,724565697.4,1.08992e+09,-19254779.7,7568595.3,-35068927.1,-170820957.2,-218748300.4,-12025900.0,-19306465.1,-114361209.9,-136955426.0,-115471824.2,-104387090.5,-69766974.3,9159921.0,106556985.7,167014129.6,2727013.7,284192791.1,71027757.5,146527142.3,169793426.8,81854648.3,81469523.4,114399364.4,131310385.4,-131656482.2,926887525.0,1.61283e+09,17192550.8,2.42587e+09,319074579.4,1.50687e+09,1.70826e+09,568755042.4,448437498.5,717616482.4,1.53804e+09,2094.8,18045.5,29844.1,29464.8,79449.2,18672.6,41821.9,54253.5,15962.6,17573.9,25195.7,44814.1
14.year_inc#c.ivparm1,-16904.1,-73892.6,-110783.9,-98578.6,-300159.2,-23044.9,-177085.4,-147020.5,-39477.8,-14178.7,-35717.5,-153138.7,-237636.4,-0.0000145,0.000509,0.00112,0.00229,0.000451,0.000462,0.000361,0.000501,0.000673,0.000892,0.000941,0.000393,0.000386,-771.7,16154.5,23271.2,4596.3,43250.2,4626.6,21640.9,27334.7,12235.1,9370.0,10695.7,15915.5,26388.6,0.00000491,0.00116,0.00146,0.000343,0.000511,0.0000344,0.000526,0.000610,0.000396,0.000409,0.0000447,0.000401,0.000589,-1364.9,32692.0,19155.4,-25829.1,24653.5,-4977.8,22110.3,23169.2,402.4,1798.3,-9568.3,1484.3,29228.9,0.0457,109.4,2544.7,164.0,2818.1,-704.1,2639.4,3506.4,1865.3,420.6,357.8,-688.2,1656.9,0.0000174,0.0000206,0.000492,-0.000102,-0.000261,-0.000700,-0.0000251,-0.000105,0.000524,-0.000128,-0.000207,-0.000517,-0.000482,74912.6,20136870.0,44145974.7,18682278.6,76734882.3,17778415.6,28055662.4,39015896.3,55369325.4,4339063.6,47863396.9,43969517.5,9837672.8,70861185.9,805750957.9,1.42717e+09,887223338.7,3.18700e+09,461833493.5,1.41736e+09,1.84506e+09,958990471.2,933540075.2,1.34194e+09,1.76618e+09,22138322.6,537307151.9,1.09554e+09,885891002.2,2.53797e+09,398675345.6,1.06579e+09,1.43537e+09,710676536.5,739778116.2,1.10260e+09,1.42862e+09,-21390473.8,-124337834.1,-29984073.0,-125484424.4,-302203204.9,-84652281.1,72845785.7,-117747630.8,-169045113.4,-221282165.6,-184455574.1,-48505810.4,11455100.0,156891584.2,196701184.0,46477483.5,410527826.3,50761453.8,206877790.3,242774291.9,152950754.4,123306108.7,167753534.5,206815618.1,-90260589.9,1.05445e+09,955322714.8,-134077603.1,1.78542e+09,-12815115.1,1.20545e+09,1.28380e+09,439264157.2,-136195868.6,501620262.7,1.35897e+09,8.578,20251.0,63033.5,32549.5,116377.8,14140.2,59123.3,69971.9,26937.3,34674.7,46405.9,75300.3
