,n_startpop_5564,n_startpop_6574,n_startpop_7584,n_startpop_85p,n_startpop_all,n_startpop_blk,n_startpop_college,n_startpop_f,n_startpop_his,n_startpop_his_f,n_startpop_hsless,n_startpop_m,n_startpop_wht,p_cogstate1_5564,p_cogstate1_6574,p_cogstate1_7584,p_cogstate1_85p,p_cogstate1_all,p_cogstate1_blk,p_cogstate1_college,p_cogstate1_f,p_cogstate1_his,p_cogstate1_his_f,p_cogstate1_hsless,p_cogstate1_m,p_cogstate1_wht,n_cogstate1_5564,n_cogstate1_6574,n_cogstate1_7584,n_cogstate1_85p,n_cogstate1_all,n_cogstate1_blk,n_cogstate1_college,n_cogstate1_f,n_cogstate1_his,n_cogstate1_his_f,n_cogstate1_hsless,n_cogstate1_m,n_cogstate1_wht,p_cogstate2_5564,p_cogstate2_6574,p_cogstate2_7584,p_cogstate2_85p,p_cogstate2_all,p_cogstate2_blk,p_cogstate2_college,p_cogstate2_f,p_cogstate2_his,p_cogstate2_his_f,p_cogstate2_hsless,p_cogstate2_m,p_cogstate2_wht,n_cogstate2_5564,n_cogstate2_6574,n_cogstate2_7584,n_cogstate2_85p,n_cogstate2_all,n_cogstate2_blk,n_cogstate2_college,n_cogstate2_f,n_cogstate2_his,n_cogstate2_his_f,n_cogstate2_hsless,n_cogstate2_m,n_cogstate2_wht,n_nhmliv_dem_5564,n_nhmliv_dem_6574,n_nhmliv_dem_7584,n_nhmliv_dem_85p,n_nhmliv_dem_all,n_nhmliv_dem_blk,n_nhmliv_dem_college,n_nhmliv_dem_f,n_nhmliv_dem_his,n_nhmliv_dem_his_f,n_nhmliv_dem_hsless,n_nhmliv_dem_m,n_nhmliv_dem_wht,p_nhmliv_dem_5564,p_nhmliv_dem_6574,p_nhmliv_dem_7584,p_nhmliv_dem_85p,p_nhmliv_dem_all,p_nhmliv_dem_blk,p_nhmliv_dem_college,p_nhmliv_dem_f,p_nhmliv_dem_his,p_nhmliv_dem_his_f,p_nhmliv_dem_hsless,p_nhmliv_dem_m,p_nhmliv_dem_wht,helphoursyr_dem_5564,helphoursyr_dem_6574,helphoursyr_dem_7584,helphoursyr_dem_85p,helphoursyr_dem_all,helphoursyr_dem_blk,helphoursyr_dem_college,helphoursyr_dem_f,helphoursyr_dem_his,helphoursyr_dem_his_f,helphoursyr_dem_hsless,helphoursyr_dem_m,helphoursyr_dem_wht,t_totmd_dem_5564,t_totmd_dem_6574,t_totmd_dem_7584,t_totmd_dem_85p,t_totmd_dem_all,t_totmd_dem_blk,t_totmd_dem_college,t_totmd_dem_f,t_totmd_dem_his,t_totmd_dem_hsless,t_totmd_dem_m,t_totmd_dem_wht,t_mcare_dem_5564,t_mcare_dem_6574,t_mcare_dem_7584,t_mcare_dem_85p,t_mcare_dem_all,t_mcare_dem_blk,t_mcare_dem_college,t_mcare_dem_f,t_mcare_dem_his,t_mcare_dem_hsless,t_mcare_dem_m,t_mcare_dem_wht,t_caidmd_dem_5564,t_caidmd_dem_6574,t_caidmd_dem_7584,t_caidmd_dem_85p,t_caidmd_dem_all,t_caidmd_dem_blk,t_caidmd_dem_college,t_caidmd_dem_f,t_caidmd_dem_his,t_caidmd_dem_hsless,t_caidmd_dem_m,t_caidmd_dem_wht,t_oopmd_dem_5564,t_oopmd_dem_6574,t_oopmd_dem_7584,t_oopmd_dem_85p,t_oopmd_dem_all,t_oopmd_dem_blk,t_oopmd_dem_college,t_oopmd_dem_f,t_oopmd_dem_his,t_oopmd_dem_hsless,t_oopmd_dem_m,t_oopmd_dem_wht,t_qalys_dem_5564,t_qalys_dem_6574,t_qalys_dem_7584,t_qalys_dem_85p,t_qalys_dem_all,t_qalys_dem_blk,t_qalys_dem_college,t_qalys_dem_f,t_qalys_dem_his,t_qalys_dem_hsless,t_qalys_dem_m,t_qalys_dem_wht,t_est_helperct_dem_5564,t_est_helperct_dem_6574,t_est_helperct_dem_7584,t_est_helperct_dem_85p,t_est_helperct_dem_all,t_est_helperct_dem_blk,t_est_helperct_dem_college,t_est_helperct_dem_f,t_est_helperct_dem_his,t_est_helperct_dem_hsless,t_est_helperct_dem_m,t_est_helperct_dem_wht
22.year_inc,3447242.9,-2141361.8,5723094.2,6998761.5,17931218.3,3470857.7,10193617.5,9299022.6,11680926.4,5732983.2,4257281.6,8632195.7,2779434.2,0.00130,0.0247,0.0674,0.0833,0.0426,0.0486,0.0462,0.0432,0.0512,0.0488,0.0234,0.0420,0.0352,93907.0,828703.5,2452194.3,3652068.9,7093891.9,1167296.1,4178115.5,3827565.2,2297345.5,1176257.5,1060733.8,3266326.8,3629250.3,0.0127,0.0423,0.0468,0.000532,0.0349,0.0149,0.0444,0.0347,0.0173,0.0171,0.00612,0.0352,0.0312,851522.8,1263646.6,2588790.1,2202619.4,7466264.2,1042556.7,4688224.9,3879163.4,3015255.4,1478274.1,1337821.4,3587100.8,3408452.0,545.3,6961.1,183173.0,1042971.9,1233796.3,180314.8,885203.7,723713.1,192615.7,109929.5,50382.4,510083.2,860865.8,-0.00158,-0.00538,0.0171,0.0308,0.0284,0.0342,0.0572,0.0207,0.0204,0.0196,-0.0184,0.0401,0.0403,49224191.5,765959481.9,3.93646e+09,7.36809e+09,3.70684e+10,1.96820e+09,7.48139e+09,6.70767e+09,4.22168e+09,2.29043e+09,1.89810e+09,5.43332e+09,5.95111e+09,550158709.4,2.04142e+10,6.45635e+10,1.23364e+11,2.09378e+11,3.55865e+10,1.29999e+11,1.15158e+11,5.77209e+10,2.55538e+10,9.42198e+10,1.16070e+11,45273568.1,9.67494e+09,3.55672e+10,5.81417e+10,1.03461e+11,1.95070e+10,6.33144e+10,5.59614e+10,3.00274e+10,1.28503e+10,4.74991e+10,5.39262e+10,232029190.3,4.74373e+09,1.07794e+10,2.96421e+10,4.55647e+10,8.41907e+09,2.44503e+10,2.79530e+10,1.52935e+10,8.63899e+09,1.76116e+10,2.18521e+10,51884359.5,3.75189e+09,1.12674e+10,3.02867e+10,4.54070e+10,6.71083e+09,3.02501e+10,2.62912e+10,1.06112e+10,4.21098e+09,1.91159e+10,2.80851e+10,6.35912e+09,7.38203e+10,1.70827e+11,1.81022e+11,4.37440e+11,7.06417e+10,2.54988e+11,2.26013e+11,1.52295e+11,7.33966e+10,2.11427e+11,2.14504e+11,44631.2,611180.0,2673566.4,5453023.2,8813688.0,1294433.2,5665119.8,5106677.5,2613005.9,969156.2,3707010.5,4906248.9
24.year_inc,4588250.0,-1296043.6,5449373.2,7396113.8,19696683.7,3820544.0,10721931.1,10098205.9,12986486.9,6359739.8,4919325.1,9598477.9,2889652.8,0.00153,0.0223,0.0632,0.0852,0.0414,0.0450,0.0454,0.0423,0.0490,0.0473,0.0201,0.0405,0.0342,118084.8,784129.3,2280139.7,3831309.6,7076161.8,1152708.1,4145957.4,3833630.8,2395780.4,1236193.6,1105687.1,3242531.0,3527673.4,0.0144,0.0427,0.0453,-0.00527,0.0344,0.0157,0.0424,0.0354,0.0186,0.0205,0.00706,0.0332,0.0288,1038788.3,1413655.7,2468465.0,2230071.2,7681390.9,1140983.8,4591678.2,4066445.7,3358377.8,1674745.6,1550977.0,3614945.2,3182029.3,4576.5,6604.8,141035.6,1112489.0,1264401.2,173794.1,933807.5,743653.3,197055.1,106530.6,40980.8,520748.0,893552.0,0.00515,-0.00546,0.00864,0.0334,0.0305,0.0321,0.0653,0.0227,0.0194,0.0146,-0.0233,0.0420,0.0468,64961840.6,786470874.7,3.64110e+09,7.44400e+09,4.19324e+10,1.89279e+09,7.33581e+09,6.58176e+09,4.36150e+09,2.32775e+09,1.88660e+09,5.37719e+09,5.70465e+09,831071124.4,1.92674e+10,5.85812e+10,1.29247e+11,2.08362e+11,3.49651e+10,1.30564e+11,1.15247e+11,5.98639e+10,2.57120e+10,9.31153e+10,1.13533e+11,38985777.4,8.94451e+09,3.27425e+10,6.01500e+10,1.01895e+11,1.91505e+10,6.27915e+10,5.57717e+10,3.10703e+10,1.29488e+10,4.61234e+10,5.16742e+10,312720575.9,4.76159e+09,1.00989e+10,3.13386e+10,4.67223e+10,8.14646e+09,2.56525e+10,2.82468e+10,1.58748e+10,8.83744e+09,1.84755e+10,2.27011e+10,80070236.6,3.60500e+09,9.98491e+09,3.19157e+10,4.56300e+10,6.63754e+09,3.07839e+10,2.64544e+10,1.10175e+10,4.22821e+09,1.91756e+10,2.79749e+10,8.14305e+09,7.02898e+10,1.59413e+11,1.93894e+11,4.36442e+11,6.95172e+10,2.50190e+11,2.23854e+11,1.58752e+11,7.74501e+10,2.12588e+11,2.08173e+11,71624.6,566433.7,2550671.2,5687578.1,8913146.7,1308306.6,5630310.1,5247561.4,2850543.9,1113728.2,3665585.3,4754296.2
26.year_inc,5455671.1,-214216.4,5155809.3,7743607.3,21595587.2,4178276.1,11324038.1,10889009.3,14342680.2,7018463.5,5602750.1,10706577.8,3074630.8,0.00169,0.0221,0.0616,0.0821,0.0405,0.0431,0.0446,0.0420,0.0497,0.0479,0.0200,0.0388,0.0324,135887.8,827195.9,2182740.6,3904499.5,7112158.0,1167369.2,4116807.4,3888427.2,2580282.5,1329893.2,1214971.1,3223730.8,3364506.3,0.0160,0.0435,0.0425,-0.00439,0.0344,0.0145,0.0402,0.0342,0.0205,0.0206,0.00914,0.0346,0.0274,1195994.6,1617301.9,2307163.8,2352481.7,8004154.5,1205523.1,4481809.5,4100777.7,3734888.4,1831305.9,1794664.8,3903376.8,3063743.0,2348.7,5192.1,137465.2,1130860.7,1275585.2,192631.7,971239.9,780138.3,205154.0,114102.0,38753.4,495446.9,877799.4,0.000480,-0.00634,0.00909,0.0327,0.0304,0.0387,0.0721,0.0258,0.0176,0.0140,-0.0269,0.0374,0.0484,121372493.7,800456060.8,3.33379e+09,7.54472e+09,4.66814e+10,2.02699e+09,7.28150e+09,6.62825e+09,4.37622e+09,2.44414e+09,1.87126e+09,5.21144e+09,5.43649e+09,1.01654e+09,2.01212e+10,5.59221e+10,1.32052e+11,2.09554e+11,3.58906e+10,1.30568e+11,1.17456e+11,6.36934e+10,2.81340e+10,9.20978e+10,1.09970e+11,98134939.3,9.12687e+09,3.10565e+10,6.18229e+10,1.02133e+11,1.93066e+10,6.23558e+10,5.60563e+10,3.31087e+10,1.44258e+10,4.60767e+10,4.97176e+10,392847142.5,4.77264e+09,9.61198e+09,3.24568e+10,4.73620e+10,8.81510e+09,2.64870e+10,2.97583e+10,1.67186e+10,8.86917e+09,1.76037e+10,2.18283e+10,100296730.4,3.82364e+09,9.56533e+09,3.25234e+10,4.60578e+10,6.93727e+09,3.10704e+10,2.73324e+10,1.17787e+10,4.64405e+09,1.87254e+10,2.73418e+10,8.93671e+09,7.49438e+10,1.52898e+11,1.96846e+11,4.38600e+11,7.04385e+10,2.46922e+11,2.26960e+11,1.71615e+11,8.58261e+10,2.11639e+11,1.96546e+11,73586.5,618548.1,2354884.6,5892751.0,8984283.8,1342852.2,5700224.5,5337641.4,3003970.6,1146496.0,3646642.4,4637461.1
ivparm1,-0.00000184,5.85e-08,-0.000000891,-1.89e-08,-0.000000323,-9.32e-08,-0.00000371,-0.00000107,0.000000327,0.000000196,1.97e-08,-0.000000516,-0.00000182,-3.77e-16,3.42e-15,1.06e-14,8.48e-16,5.50e-15,2.32e-15,4.99e-15,4.83e-15,3.57e-15,6.22e-15,1.29e-14,4.19e-15,3.18e-15,-1.21e-08,0.000000107,0.000000247,0.000000299,0.000000851,0.000000154,0.000000423,0.000000361,0.000000144,0.000000107,5.22e-08,0.000000264,0.000000509,-3.45e-15,6.25e-15,3.13e-15,-8.91e-15,3.48e-15,6.16e-15,8.13e-15,5.34e-15,1.23e-14,-5.56e-16,2.59e-16,-2.23e-17,9.91e-15,2.66e-08,0.000000383,3.21e-08,7.89e-08,0.00000118,-2.89e-08,0.000000299,8.92e-08,0.000000200,1.88e-08,-0.000000125,7.04e-08,0.000000315,-4.28e-11,1.55e-09,1.84e-08,3.18e-08,7.18e-08,1.61e-08,5.65e-08,6.00e-08,2.90e-09,5.14e-09,8.61e-09,2.57e-08,2.71e-08,1.13e-16,-2.70e-16,1.97e-16,8.53e-16,-2.52e-15,5.35e-16,2.12e-16,-7.90e-15,-1.89e-16,2.28e-15,-1.71e-15,-6.26e-16,-2.79e-15,-0.00000670,0.000177,0.000401,0.000580,0.000395,0.0000621,0.000276,0.000535,0.000213,0.000140,0.000215,0.000526,0.000458,0.000135,0.00371,0.00701,0.0145,0.0112,0.00526,0.00597,0.00911,0.00492,0.00251,0.0133,0.00642,0.0000205,0.00201,0.00349,0.00434,0.00407,0.00178,0.00358,0.00447,0.00221,0.00174,0.00587,0.00295,0.0000144,0.000519,0.00162,0.00222,0.00201,0.000725,0.000233,0.00120,0.000516,0.000842,0.00217,0.00175,-0.0000122,0.000612,0.00133,0.00225,0.00351,0.000287,0.00135,0.00289,0.000827,0.000759,0.000917,0.00179,-0.00223,0.00844,0.0199,0.000827,0.0363,0.00695,0.0264,0.0233,0.0177,0.0132,0.0272,0.0247,7.65e-09,0.000000114,0.000000201,0.000000260,0.000000422,0.000000136,0.000000522,0.000000510,9.64e-08,1.20e-08,0.000000360,0.000000321
2.year_inc#c.ivparm1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.year_inc#c.ivparm1,0.00000200,-6.58e-08,0.000000973,2.12e-08,0.000000407,8.92e-08,0.00000398,0.00000117,-0.000000398,-0.000000198,-1.90e-08,0.000000545,0.00000199,4.11e-16,-3.62e-15,-1.10e-14,-3.50e-16,-5.86e-15,-2.60e-15,-5.18e-15,-4.95e-15,-3.70e-15,-6.51e-15,-1.37e-14,-4.44e-15,-3.37e-15,1.33e-08,-0.000000112,-0.000000253,-0.000000322,-0.000000899,-0.000000159,-0.000000450,-0.000000378,-0.000000154,-0.000000111,-4.50e-08,-0.000000279,-0.000000543,3.74e-15,-6.57e-15,-3.15e-15,9.68e-15,-3.65e-15,-6.54e-15,-8.39e-15,-5.57e-15,-1.33e-14,6.87e-16,-2.81e-16,2.01e-16,-1.07e-14,-2.87e-08,-0.000000407,-2.95e-08,-6.91e-08,-0.00000127,3.21e-08,-0.000000320,-9.40e-08,-0.000000219,-1.99e-08,0.000000138,-7.35e-08,-0.000000321,5.27e-11,-1.55e-09,-1.97e-08,-3.12e-08,-7.45e-08,-1.68e-08,-5.70e-08,-6.09e-08,-2.88e-09,-5.45e-09,-9.02e-09,-2.76e-08,-2.78e-08,-9.69e-17,3.08e-16,-1.46e-16,-8.42e-16,2.77e-15,-5.96e-16,-1.82e-17,8.52e-15,1.85e-16,-2.49e-15,1.79e-15,6.55e-16,3.06e-15,0.00000749,-0.000183,-0.000437,-0.000640,-0.000380,-0.0000585,-0.000271,-0.000544,-0.000197,-0.000145,-0.000232,-0.000554,-0.000454,-0.000146,-0.00377,-0.00736,-0.0158,-0.0104,-0.00565,-0.00572,-0.00959,-0.00529,-0.00249,-0.0139,-0.00612,-0.0000222,5735947.2,1034230.9,427799.0,7197977.1,1388480.8,-1736460.0,6533922.8,3005624.7,941438.4,664054.3,2803871.5,-0.0000162,-0.000522,-0.00176,-0.00231,-0.00228,-0.000761,-0.000300,-0.00129,-0.000471,-0.000880,-0.00227,-0.00180,0.0000132,-0.000638,-0.00134,-0.00222,-0.00352,-0.000265,-0.00146,-0.00305,-0.000859,-0.000804,-0.000908,-0.00190,474345271.7,630054563.6,745700333.6,314495918.2,2.29193e+09,561416352.0,639733047.4,1.26577e+09,639301666.9,810675622.1,1.02616e+09,1.09122e+09,-8.48e-09,-0.000000117,-0.000000204,-0.000000259,-0.000000414,-0.000000146,-0.000000549,-0.000000552,-8.82e-08,-1.08e-08,-0.000000369,-0.000000328
6.year_inc#c.ivparm1,0.00000200,-7.82e-08,0.000000964,5.65e-08,0.000000356,0.000000104,0.00000400,0.00000116,-0.000000359,-0.000000233,-3.52e-08,0.000000552,0.00000198,4.10e-16,-0.0214,-0.0390,-0.0430,-0.0176,-0.0297,-0.0120,-0.0172,-0.0250,-0.0259,-0.0359,-0.0180,-0.0144,1.30e-08,-834420.0,-1024724.7,-433431.5,-2292576.2,-423341.8,-924655.7,-1197192.1,-467479.6,-250775.9,-534733.2,-1095384.1,-1401754.8,3.70e-15,-0.0562,-0.0578,-0.0120,-0.0294,-0.0252,-0.0313,-0.0288,-0.0195,-0.0192,-0.0104,-0.0300,-0.0319,-3.26e-08,-2191494.8,-1518569.4,-120725.3,-3830789.6,-359248.6,-2414681.7,-2004879.1,-364662.5,-185737.8,-154090.7,-1825910.5,-3106878.5,3.63e-11,-4268.3,-21334.1,-53469.2,-79071.6,-12861.4,-32109.6,-49011.7,-3039.8,-1747.6,-12270.7,-30059.9,-63170.4,-8.97e-17,0.00541,0.00906,0.0133,0.0231,0.0129,0.0273,0.0270,0.0136,0.0165,0.0168,0.0170,0.0302,-7852946.6,-710176263.0,-1.25725e+09,-691270263.5,-0.000424,-484358538.9,-1.11088e+09,-1.41009e+09,-672286928.5,-383020589.4,-748741255.6,-1.25646e+09,-1.50990e+09,52495722.9,-2.29390e+10,-2.63065e+10,-1.28295e+10,-6.20226e+10,-1.20872e+10,-2.47721e+10,-3.22102e+10,-1.19094e+10,-1.43943e+10,-2.98124e+10,-3.80260e+10,-2791184.8,-1.13044e+10,-1.58619e+10,-7.53229e+09,-3.47014e+10,-7.12642e+09,-1.33594e+10,-1.80341e+10,-6.60319e+09,-8.27958e+09,-1.66672e+10,-2.09717e+10,-40989361.2,-3.07624e+09,-2.19288e+09,-1.76551e+09,-7.07562e+09,-1.93757e+09,-1.65229e+09,-4.39727e+09,-2.29017e+09,-3.07424e+09,-2.67835e+09,-2.84789e+09,7815136.0,-4.46159e+09,-4.36627e+09,-2.60867e+09,-1.14287e+10,-2.05678e+09,-4.90382e+09,-6.12084e+09,-2.03718e+09,-2.39102e+09,-5.30788e+09,-7.33476e+09,2.39840e+09,-6.72221e+10,-7.10801e+10,-2.39661e+10,-1.59740e+11,-2.78437e+10,-7.14028e+10,-7.83287e+10,-2.96106e+10,-3.05982e+10,-8.14113e+10,-1.02286e+11,-5244.6,-628253.6,-1020299.0,-602597.7,-2256395.0,-376000.8,-911952.9,-1314294.6,-464977.0,-563909.7,-942100.4,-1415417.1
8.year_inc#c.ivparm1,4.031,12.12,5.011,0.0637,21.22,3.649,9.048,16.46,5.598,5.598,4.574,4.764,11.98,6.39e-09,-0.0340,-0.0711,-0.0859,-0.0318,-0.0522,-0.0231,-0.0317,-0.0417,-0.0440,-0.0601,-0.0320,-0.0268,0.292,-1308512.3,-1963911.5,-951867.7,-4224291.2,-763029.8,-1812304.2,-2241506.3,-829823.8,-453678.6,-917223.6,-1982784.9,-2631437.6,8.80e-09,-0.0661,-0.0722,-0.00820,-0.0349,-0.0255,-0.0396,-0.0327,-0.0227,-0.0209,-0.00665,-0.0373,-0.0387,0.699,-2542709.7,-1993854.1,-90368.5,-4626931.6,-373061.3,-3115365.7,-2318559.0,-452731.9,-215139.8,-101511.4,-2308372.7,-3801138.4,-756.7,-14054.9,-80836.3,-161106.5,-256754.4,-35563.5,-107802.9,-155761.8,-23361.2,-12953.4,-47726.2,-100992.6,-197829.8,-0.00189,0.00261,0.00264,0.0154,0.0268,0.0159,0.0344,0.0332,0.0116,0.0162,0.0158,0.0176,0.0382,-18319420.5,-1.22375e+09,-2.61624e+09,-1.67235e+09,-271822428.5,-995612925.6,-2.43949e+09,-2.98890e+09,-1.30595e+09,-774784604.1,-1.37957e+09,-2.54176e+09,-3.22909e+09,83477229.8,-3.56059e+10,-5.10462e+10,-2.94429e+10,-1.16012e+11,-2.18297e+10,-4.90353e+10,-6.15777e+10,-2.13716e+10,-2.52741e+10,-5.44339e+10,-7.28102e+10,-9140828.2,-1.78601e+10,-3.02941e+10,-1.64204e+10,-6.45838e+10,-1.31694e+10,-2.65720e+10,-3.43113e+10,-1.17274e+10,-1.45155e+10,-3.02725e+10,-3.96870e+10,-74617169.4,-4.99480e+09,-5.57182e+09,-4.84098e+09,-1.54822e+10,-3.82733e+09,-4.20985e+09,-1.00428e+10,-4.69478e+09,-6.17658e+09,-5.43937e+09,-6.96011e+09,13686548.9,-6.65618e+09,-8.42971e+09,-6.17356e+09,-2.12458e+10,-3.51896e+09,-9.56126e+09,-1.16406e+10,-3.61974e+09,-4.11757e+09,-9.60515e+09,-1.41071e+10,2.87667e+09,-1.03499e+11,-1.32182e+11,-4.89348e+10,-2.81601e+11,-4.83418e+10,-1.32753e+11,-1.41254e+11,-5.05003e+10,-5.08973e+10,-1.40347e+11,-1.82759e+11,-3543.8,-996781.3,-1998365.2,-1320659.3,-4319349.6,-692527.7,-1870828.5,-2466207.1,-904901.5,-987243.5,-1853142.5,-2721920.4
10.year_inc#c.ivparm1,12512.2,101678.5,240015.5,194578.5,548784.6,68980.2,268021.7,275342.3,74560.3,36658.8,79952.7,273442.3,405244.1,0.0000431,-0.0365,-0.0857,-0.113,-0.0383,-0.0613,-0.0287,-0.0376,-0.0506,-0.0506,-0.0686,-0.0390,-0.0322,1808.0,-1373463.8,-2428962.9,-1324760.8,-5125379.5,-906102.1,-2284051.3,-2687854.5,-1058879.2,-546644.1,-1063050.6,-2437525.0,-3160398.1,0.0000800,-0.0619,-0.0714,-0.00370,-0.0324,-0.0200,-0.0382,-0.0306,-0.0156,-0.0152,-0.00136,-0.0345,-0.0379,4238.2,-2323360.4,-1987107.6,16591.6,-4289638.2,-281628.6,-3019493.1,-2161055.9,-312316.0,-156381.5,1971.2,-2128582.3,-3695693.6,-1242.3,-29765.3,-122319.0,-276197.0,-429523.7,-56678.1,-198208.0,-265893.4,-43356.3,-21399.4,-62802.7,-163630.3,-329489.3,-0.00292,-0.00481,-0.00294,0.00616,0.0186,0.00888,0.0263,0.0226,0.00662,0.0123,0.0120,0.0115,0.0290,-1510902.5,-1.48492e+09,-3.55461e+09,-2.48956e+09,-1.14749e+09,-1.22768e+09,-3.39739e+09,-3.95179e+09,-1.97168e+09,-992516532.8,-1.85554e+09,-3.57881e+09,-4.33124e+09,138371659.7,-3.82343e+10,-6.37888e+10,-4.17933e+10,-1.43678e+11,-2.63636e+10,-6.36718e+10,-7.59448e+10,-2.78304e+10,-2.92451e+10,-6.77332e+10,-8.94840e+10,-14588550.3,-1.93718e+10,-3.76741e+10,-2.22158e+10,-7.92762e+10,-1.58734e+10,-3.43810e+10,-4.14196e+10,-1.53437e+10,-1.66947e+10,-3.78567e+10,-4.80591e+10,-67735882.8,-6.26005e+09,-7.23963e+09,-8.22967e+09,-2.17971e+10,-4.92539e+09,-6.55298e+09,-1.42433e+10,-6.59231e+09,-7.96675e+09,-7.55383e+09,-1.02794e+10,19246613.4,-6.91553e+09,-1.04655e+10,-9.19531e+09,-2.65571e+10,-4.21504e+09,-1.25363e+10,-1.47209e+10,-4.64639e+09,-4.67149e+09,-1.18362e+10,-1.76957e+10,2.98523e+09,-1.05116e+11,-1.56794e+11,-6.24640e+10,-3.21240e+11,-5.49090e+10,-1.55428e+11,-1.59672e+11,-6.11803e+10,-5.62561e+10,-1.61567e+11,-2.05150e+11,-5666.5,-1145103.4,-2560355.6,-1935359.5,-5646485.0,-893761.8,-2551837.6,-3168585.8,-1232722.4,-1184258.7,-2477899.2,-3520000.8
12.year_inc#c.ivparm1,12507.5,175164.0,630202.3,558883.2,1376757.0,171732.9,688353.2,709209.6,180229.3,95680.2,195465.8,667547.3,1024794.8,0.0000696,-0.0325,-0.0914,-0.124,-0.0395,-0.0613,-0.0304,-0.0386,-0.0512,-0.0512,-0.0682,-0.0405,-0.0335,2850.2,-1209814.6,-2631134.0,-1459369.1,-5297467.5,-911729.8,-2433412.7,-2763219.2,-1120939.5,-576418.3,-1067122.8,-2534248.2,-3264798.1,0.0000384,-0.0543,-0.0626,0.00138,-0.0273,-0.0145,-0.0333,-0.0259,-0.0108,-0.00964,0.00290,-0.0288,-0.0329,2640.0,-2006729.4,-1699714.4,194003.2,-3509800.6,-178932.2,-2615094.7,-1780093.7,-199041.6,-88552.4,103372.1,-1729706.9,-3131826.7,-1416.3,-26363.5,-160345.7,-363656.5,-551782.0,-74370.6,-259297.3,-334096.4,-63835.2,-27825.3,-84411.0,-217685.6,-413576.2,-0.00332,-0.00399,-0.0129,-0.00761,0.00779,0.00190,0.0133,0.0114,-0.000973,0.00878,0.00192,0.00209,0.0162,11350.6,-1.26178e+09,-3.90897e+09,-2.81605e+09,-2.67752e+09,-1.33743e+09,-3.61831e+09,-4.20311e+09,-2.20374e+09,-1.14352e+09,-1.88184e+09,-3.78368e+09,-4.44562e+09,173748270.6,-3.34020e+10,-6.97734e+10,-4.74787e+10,-1.50480e+11,-2.70497e+10,-6.87861e+10,-7.89192e+10,-2.99203e+10,-2.98159e+10,-7.15611e+10,-9.35103e+10,-16104947.3,-1.72105e+10,-4.02760e+10,-2.43315e+10,-8.18341e+10,-1.61119e+10,-3.66224e+10,-4.21929e+10,-1.66684e+10,-1.69023e+10,-3.96412e+10,-4.90538e+10,-23355947.5,-5.27029e+09,-9.24410e+09,-9.95126e+09,-2.44890e+10,-5.09673e+09,-7.96856e+09,-1.51720e+10,-7.09219e+09,-8.10882e+09,-9.31706e+09,-1.23001e+10,22670579.0,-5.93101e+09,-1.16731e+10,-1.08267e+10,-2.84082e+10,-4.41966e+09,-1.38328e+10,-1.57202e+10,-4.98757e+09,-4.79094e+09,-1.26881e+10,-1.90010e+10,2.34374e+09,-9.16366e+10,-1.69124e+11,-6.38958e+10,-3.22164e+11,-5.21495e+10,-1.60644e+11,-1.59872e+11,-6.27706e+10,-5.50960e+10,-1.62292e+11,-2.07244e+11,1073.1,-988527.5,-2883040.9,-2198409.2,-6068904.5,-914155.0,-2802657.9,-3403568.1,-1348623.3,-1247219.7,-2665336.4,-3806126.2
