,n_startpop_5564,n_startpop_6574,n_startpop_7584,n_startpop_85p,n_startpop_all,n_startpop_blk,n_startpop_college,n_startpop_f,n_startpop_his,n_startpop_his_f,n_startpop_hsless,n_startpop_m,n_startpop_wht,p_cogstate1_5564,p_cogstate1_6574,p_cogstate1_7584,p_cogstate1_85p,p_cogstate1_all,p_cogstate1_blk,p_cogstate1_college,p_cogstate1_f,p_cogstate1_his,p_cogstate1_his_f,p_cogstate1_hsless,p_cogstate1_m,p_cogstate1_wht,n_cogstate1_5564,n_cogstate1_6574,n_cogstate1_7584,n_cogstate1_85p,n_cogstate1_all,n_cogstate1_blk,n_cogstate1_college,n_cogstate1_f,n_cogstate1_his,n_cogstate1_his_f,n_cogstate1_hsless,n_cogstate1_m,n_cogstate1_wht,p_cogstate2_5564,p_cogstate2_6574,p_cogstate2_7584,p_cogstate2_85p,p_cogstate2_all,p_cogstate2_blk,p_cogstate2_college,p_cogstate2_f,p_cogstate2_his,p_cogstate2_his_f,p_cogstate2_hsless,p_cogstate2_m,p_cogstate2_wht,n_cogstate2_5564,n_cogstate2_6574,n_cogstate2_7584,n_cogstate2_85p,n_cogstate2_all,n_cogstate2_blk,n_cogstate2_college,n_cogstate2_f,n_cogstate2_his,n_cogstate2_his_f,n_cogstate2_hsless,n_cogstate2_m,n_cogstate2_wht,n_nhmliv_dem_5564,n_nhmliv_dem_6574,n_nhmliv_dem_7584,n_nhmliv_dem_85p,n_nhmliv_dem_all,n_nhmliv_dem_blk,n_nhmliv_dem_college,n_nhmliv_dem_f,n_nhmliv_dem_his,n_nhmliv_dem_his_f,n_nhmliv_dem_hsless,n_nhmliv_dem_m,n_nhmliv_dem_wht,p_nhmliv_dem_5564,p_nhmliv_dem_6574,p_nhmliv_dem_7584,p_nhmliv_dem_85p,p_nhmliv_dem_all,p_nhmliv_dem_blk,p_nhmliv_dem_college,p_nhmliv_dem_f,p_nhmliv_dem_his,p_nhmliv_dem_his_f,p_nhmliv_dem_hsless,p_nhmliv_dem_m,p_nhmliv_dem_wht,helphoursyr_dem_5564,helphoursyr_dem_6574,helphoursyr_dem_7584,helphoursyr_dem_85p,helphoursyr_dem_all,helphoursyr_dem_blk,helphoursyr_dem_college,helphoursyr_dem_f,helphoursyr_dem_his,helphoursyr_dem_his_f,helphoursyr_dem_hsless,helphoursyr_dem_m,helphoursyr_dem_wht,t_totmd_dem_5564,t_totmd_dem_6574,t_totmd_dem_7584,t_totmd_dem_85p,t_totmd_dem_all,t_totmd_dem_blk,t_totmd_dem_college,t_totmd_dem_f,t_totmd_dem_his,t_totmd_dem_hsless,t_totmd_dem_m,t_totmd_dem_wht,t_mcare_dem_5564,t_mcare_dem_6574,t_mcare_dem_7584,t_mcare_dem_85p,t_mcare_dem_all,t_mcare_dem_blk,t_mcare_dem_college,t_mcare_dem_f,t_mcare_dem_his,t_mcare_dem_hsless,t_mcare_dem_m,t_mcare_dem_wht,t_caidmd_dem_5564,t_caidmd_dem_6574,t_caidmd_dem_7584,t_caidmd_dem_85p,t_caidmd_dem_all,t_caidmd_dem_blk,t_caidmd_dem_college,t_caidmd_dem_f,t_caidmd_dem_his,t_caidmd_dem_hsless,t_caidmd_dem_m,t_caidmd_dem_wht,t_oopmd_dem_5564,t_oopmd_dem_6574,t_oopmd_dem_7584,t_oopmd_dem_85p,t_oopmd_dem_all,t_oopmd_dem_blk,t_oopmd_dem_college,t_oopmd_dem_f,t_oopmd_dem_his,t_oopmd_dem_hsless,t_oopmd_dem_m,t_oopmd_dem_wht,t_qalys_dem_5564,t_qalys_dem_6574,t_qalys_dem_7584,t_qalys_dem_85p,t_qalys_dem_all,t_qalys_dem_blk,t_qalys_dem_college,t_qalys_dem_f,t_qalys_dem_his,t_qalys_dem_hsless,t_qalys_dem_m,t_qalys_dem_wht,t_est_helperct_dem_5564,t_est_helperct_dem_6574,t_est_helperct_dem_7584,t_est_helperct_dem_85p,t_est_helperct_dem_all,t_est_helperct_dem_blk,t_est_helperct_dem_college,t_est_helperct_dem_f,t_est_helperct_dem_his,t_est_helperct_dem_hsless,t_est_helperct_dem_m,t_est_helperct_dem_wht
ivparm1,0.000000952,0.000000412,0.000000600,0.000000434,-0.00000579,0.000000249,0.000000703,-0.00000109,0.000000384,-0.000000146,-0.000000702,-0.000000311,0.00000172,-3.02e-16,1.72e-15,1.12e-15,-9.83e-15,5.77e-16,9.92e-16,1.66e-15,4.51e-15,1.80e-15,-8.57e-16,-2.96e-15,-8.17e-16,-6.09e-17,3.96e-09,-5.42e-09,0.000000176,7.54e-08,-1.10e-08,3.48e-08,0.000000265,0.000000276,6.83e-08,1.16e-08,1.76e-08,0.000000205,0.000000149,5.10e-15,1.44e-15,-1.09e-15,1.33e-15,5.45e-15,2.62e-15,4.80e-15,2.79e-15,-8.23e-15,5.80e-15,3.44e-15,7.07e-16,2.79e-15,8.49e-09,0.000000106,-4.12e-08,0.000000363,0.000000115,4.42e-08,5.24e-08,-0.000000139,6.90e-08,9.28e-08,0.000000139,-0.000000198,0.000000473,-1.13e-10,-7.90e-10,3.55e-09,1.41e-08,4.76e-08,1.52e-09,5.52e-08,3.74e-08,-4.89e-09,5.43e-09,-6.79e-10,1.81e-08,1.28e-08,-5.51e-16,3.93e-17,-2.89e-17,-5.99e-16,3.86e-15,7.33e-16,-1.83e-16,7.65e-16,-1.44e-15,3.24e-15,-6.48e-16,2.29e-15,-1.63e-15,1271266.4,1987082.5,6422429.7,10906555.0,0.000175,2325057.5,6014831.4,11040656.1,7203753.5,1884351.8,8589588.1,9572121.9,11083966.9,50855155.1,253456637.0,555089211.7,825049802.7,1.69364e+09,338687222.9,478762639.3,940834504.4,292904488.2,595577069.2,752800767.1,1.06204e+09,5206668.8,212497468.6,479578502.9,767849245.4,1.46612e+09,284980827.6,420858564.6,828690883.0,251292546.8,518240449.0,637431643.8,929849152.4,28098908.7,39377720.7,69264941.0,134473638.3,274430962.8,72621203.9,32323890.9,186255333.1,62504259.6,159276292.6,88175629.7,139305499.4,3622366.8,21662646.3,43724723.9,51484063.0,121151247.1,25647881.4,33012673.5,67135195.2,21638826.5,42776116.1,54016052.0,73864539.3,-131817006.2,-295878018.7,-615965953.5,-795384305.6,-1.86040e+09,-389588517.2,-512377675.7,-1.00834e+09,-329350606.4,-653499628.0,-852059121.9,-1.14146e+09,500.4,1669.5,4173.8,2519.5,8942.8,1748.6,3087.9,5131.8,266.9,3830.5,3811.0,6927.3
2.year_inc#c.ivparm1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.year_inc#c.ivparm1,-1.405,-2.038,-0.709,-0.0192,-4.171,-0.664,-1.916,-3.035,-0.913,-0.900,-0.912,-1.136,-2.594,-1.13e-09,0.0000271,0.000165,0.000403,0.0000695,0.000107,0.0000379,0.0000758,0.0000464,0.0000700,0.000145,0.0000622,0.0000683,-0.0606,1049.1,4020.6,3848.2,8917.8,1487.5,2866.9,5184.8,814.1,636.2,2119.2,3733.0,6616.2,-3.64e-09,0.000163,0.0000846,0.0000535,0.0000689,0.0000507,0.0000877,0.0000725,0.0000560,0.0000701,-0.0000716,0.0000650,0.0000738,-0.266,6281.4,2057.0,524.7,8862.9,713.0,6640.1,4966.6,980.9,641.6,-1048.1,3896.4,7169.1,-0.00496,-0.00726,-0.0111,2002.7,2002.7,97.19,663.3,1698.5,161.1,161.1,355.4,304.2,1744.4,-9.61e-09,-0.0000118,-0.0000897,0.000375,0.000137,-0.0000153,0.000140,0.000247,0.000102,0.000190,0.0000637,-0.0000138,0.000179,310585.4,2763661.7,9102920.0,21363197.7,-0.000257,12623797.0,9372700.0,20865097.3,-1786903.5,177143.7,8037250.7,12695418.1,22723621.9,55971883.4,168485616.4,403523113.4,650403279.9,1.28126e+09,255039763.7,429539048.8,738919664.3,164329132.4,324580265.9,542342198.4,861892966.6,14034358.9,144221654.9,359004950.6,669688347.7,1.18596e+09,249216862.3,382610314.4,712852665.7,172033771.6,325203835.7,473106005.4,764708037.1,17257461.1,2804811.4,-19768468.1,16164145.5,13915619.8,24687018.6,35205209.8,3689326.8,-22058422.8,-52436941.3,10226293.1,11287024.1,3346629.5,9921593.9,17538957.8,26250628.0,57213730.4,6067497.7,22243581.5,37440528.1,332265.8,10263898.0,19773202.3,50813966.8,-157718101.5,-290594327.3,-553627545.5,-1.22299e+09,-2.23857e+09,-457396051.1,-783338514.8,-1.20794e+09,-374653702.3,-655654254.1,-1.03062e+09,-1.40652e+09,1764.8,-1.858,5177.8,9353.1,16214.2,2957.5,6530.5,9104.0,1822.7,1640.8,7110.2,11434.0
6.year_inc#c.ivparm1,-7679.1,-17505.8,-18677.7,-26161.0,-70023.6,-8935.4,-33308.5,-37000.1,-8523.3,-2251.0,-12501.9,-33023.4,-52564.9,-0.0000127,0.000204,0.000415,0.00115,0.000179,0.000211,0.0000946,0.000183,0.000180,0.000222,0.000259,0.000175,0.000175,-582.6,7466.7,9297.8,3406.0,19587.9,2102.5,6210.5,10606.1,2697.1,1962.3,2121.8,8981.8,14788.3,-0.0000182,0.000347,0.000429,-0.000420,0.000114,0.0000225,0.000233,0.0000629,0.0000781,0.000133,-0.0000537,0.000173,0.000134,-1381.4,11405.5,7336.8,-12405.7,4955.2,-1722.9,14536.9,-712.3,-419.9,782.9,-4435.7,5667.6,7098.0,0.000318,-0.00211,-487.4,-1412.8,-1900.2,-592.1,-625.4,-1258.4,-662.9,-586.2,-567.2,-641.8,-645.2,0.0000299,-0.000104,-0.000396,-0.000690,-0.000580,-0.000519,-0.000541,-0.000675,-0.000555,-0.000853,-0.000346,-0.000442,-0.000674,2259346.2,12325262.2,32074024.1,49407019.3,22158532.8,10388528.2,33209207.8,44719915.4,28637278.7,13863675.1,20773562.3,51325867.8,57019976.3,63921766.8,586459427.6,947858744.2,920089654.9,2.51735e+09,439994413.3,881504858.2,1.28873e+09,536923621.9,702774647.8,1.22862e+09,1.54043e+09,9309311.6,513431847.4,958951709.0,1.27669e+09,2.75889e+09,514312048.9,902425421.6,1.46525e+09,601009671.2,820035702.0,1.29364e+09,1.64357e+09,14628414.9,4144949.3,13546753.0,-136770452.3,-105308490.7,-23847294.7,1225995.4,-83856960.7,-34797998.7,-54001505.0,-21451529.9,-46663197.3,2449719.3,35677413.0,16244385.1,-84697543.6,-30392994.8,-22030292.3,16880177.3,-30653509.9,-10038112.7,-21509514.1,260515.1,1675410.2,-275351804.8,-193704068.2,-1.34506e+09,-2.56796e+09,-4.37728e+09,-1.03714e+09,-1.77284e+09,-2.31965e+09,-876622176.7,-1.43889e+09,-2.05763e+09,-2.46352e+09,2281.9,4847.9,15818.5,8840.5,31709.1,5505.5,16182.2,12343.9,8570.6,3625.5,19365.2,17633.0
8.year_inc#c.ivparm1,-20614.9,-55939.2,-69474.2,-88707.6,-234735.9,-28154.2,-114578.8,-117797.8,-31362.5,-12022.3,-39281.0,-116938.1,-175219.2,-0.0000272,0.0000839,0.000542,0.00113,0.0000623,0.0000188,0.000135,0.0000572,-0.0000515,-0.00000930,-0.000113,0.0000669,0.0000920,-1280.7,1556.6,9083.9,-14371.8,-5012.0,-2656.8,6581.2,-2845.6,-3537.8,-1110.9,-7135.7,-2166.4,1182.5,-0.0000383,0.000678,0.000791,-0.000285,0.000195,-0.0000186,0.000300,0.000141,0.0000271,0.000318,-0.0000414,0.000258,0.000260,-3313.6,19131.4,6872.5,-30867.6,-8177.2,-6850.4,11216.5,-6598.5,-6434.3,599.1,-12096.7,-1578.7,5107.6,-0.0217,135.6,-303.0,-4857.5,-5024.9,-1533.6,699.1,-5101.2,-1279.7,-1070.9,-1017.4,76.27,-2211.6,0.0000442,0.0000920,-0.000314,-0.000462,-0.000573,-0.000847,-0.0000518,-0.00110,-0.000691,-0.00122,-0.000171,0.0000582,-0.000544,2029437.0,11674634.7,41096100.7,28717345.4,84546740.9,6480427.2,65332906.3,41657717.9,14407824.5,12011812.1,2044948.0,41861099.4,62630565.5,87138891.4,608322052.8,1.24213e+09,985868574.9,2.92599e+09,511661574.0,1.44073e+09,1.40921e+09,627234140.3,649326081.7,1.51678e+09,1.78709e+09,1414519.5,572968235.3,1.20722e+09,1.58813e+09,3.37138e+09,604086941.2,1.38810e+09,1.78599e+09,718310887.7,897122104.0,1.58540e+09,2.04899e+09,40505076.3,8894666.2,-74263446.3,-318047673.0,-346127130.9,-85787745.7,13102554.7,-322879421.2,-77064310.4,-183325666.6,-23247709.7,-183275074.7,4324268.4,26120176.0,34572185.1,-177882969.2,-112668080.9,-35069928.2,51245997.3,-103839653.3,-16464834.6,-67183299.4,-8828427.6,-61133318.1,-470781798.7,-825438426.9,-2.42869e+09,-5.08446e+09,-8.81158e+09,-1.64100e+09,-3.01003e+09,-4.59484e+09,-1.82629e+09,-2.50702e+09,-4.21675e+09,-5.34429e+09,61.88,8521.8,30843.1,-7441.4,32206.6,-795.3,34830.8,6155.6,5761.7,-3942.8,26051.0,27240.2
10.year_inc#c.ivparm1,-21559.1,-102479.6,-149939.3,-176703.7,-450681.7,-51104.7,-227221.2,-228492.9,-55265.2,-24375.9,-74725.1,-222188.8,-344311.8,-0.00000691,0.000202,0.000567,0.000645,-0.0000774,-0.0000980,0.000137,-0.0000331,-0.000452,-0.000128,-0.000748,-0.000129,0.000000261,-505.4,4423.7,2931.0,-43979.0,-37129.7,-6990.8,2281.8,-16423.8,-14065.1,-3550.0,-21976.9,-20705.9,-16073.8,-0.0000537,0.000432,0.00110,0.000561,0.000126,0.000314,0.000196,0.0000478,0.000181,0.0000240,0.0000794,0.000217,0.0000719,-4027.5,3247.6,-1462.1,-48068.4,-50310.4,-7361.9,-9967.7,-29607.9,-8605.1,-5167.5,-20458.0,-20702.6,-34343.4,-0.00145,112.0,-430.5,-12322.4,-12641.0,-2817.7,-2933.2,-9302.1,-215.0,-612.5,-2206.6,-3338.9,-9608.2,0.00000782,0.0000207,-0.000334,-0.000644,-0.00102,-0.00139,-0.00105,-0.00156,0.000370,-0.000373,-0.0000674,-0.000389,-0.00153,3681359.7,14532262.9,82263013.5,26940741.7,149580622.7,14293203.2,87906857.7,70256407.1,18334718.1,14002191.4,14081280.1,57172338.6,94800824.4,138681570.1,975700524.6,1.72926e+09,819884722.4,3.66246e+09,690859152.1,1.89933e+09,1.74928e+09,883087705.0,760992588.2,1.91318e+09,2.08851e+09,24437652.5,872858446.1,1.74642e+09,1.86537e+09,4.50905e+09,817874721.2,2.04534e+09,2.35623e+09,1.00186e+09,1.07560e+09,2.15281e+09,2.68932e+09,68606510.6,44369464.6,-74717839.2,-579383595.4,-541666138.4,-79728145.5,-91005923.7,-430722441.9,-54969599.5,-234368092.9,-110943696.6,-406968393.4,6920450.7,50220734.8,30523665.1,-347440919.8,-259862097.9,-43480004.1,-23584141.3,-188646083.8,-23689695.5,-88986766.8,-71216014.1,-192692398.3,-463164781.6,-1.57153e+09,-3.99134e+09,-8.92143e+09,-1.49476e+10,-2.76370e+09,-4.80824e+09,-7.39930e+09,-3.64016e+09,-4.85134e+09,-7.54832e+09,-8.54376e+09,4435.9,14305.7,26676.7,-22314.6,23024.0,4212.1,22471.0,512.6,-9170.7,-7045.2,22511.4,27982.7
12.year_inc#c.ivparm1,-29387.0,-143664.6,-242342.5,-289005.0,-704399.1,-79323.7,-374644.3,-348771.9,-89161.4,-37294.3,-107463.9,-355627.2,-535914.0,-0.0000238,0.000241,0.00112,0.000876,-0.000110,0.0000952,0.0000366,-0.000114,-0.000156,-0.0000156,-0.000431,-0.000108,-0.000141,-1258.5,4464.9,10940.3,-72935.8,-58789.1,-7326.9,-12814.2,-30609.2,-11206.9,-3588.5,-21438.1,-28179.9,-40255.3,-0.0000604,0.000390,0.000955,0.000887,-0.0000406,-0.000149,0.0000650,-0.0000711,-0.000425,-0.0000595,-0.000341,-0.00000289,0.0000380,-5060.1,-3751.4,-25706.6,-78259.3,-112777.4,-21084.2,-38202.6,-56541.4,-29656.0,-9038.5,-37092.7,-56236.0,-62037.2,-0.0171,882.1,164.0,-19393.8,-18347.8,162.4,-7623.8,-11370.4,481.2,969.2,-1355.4,-6977.4,-18991.3,0.0000182,0.000631,-0.000151,-0.000752,-0.00132,0.000447,-0.00171,-0.00147,0.000533,0.00116,0.000229,-0.00110,-0.00262,1396571.6,47974497.6,151508304.6,-69632603.7,210798207.6,24517471.9,41879627.4,30416839.0,44412437.6,11565594.8,25072993.9,100953186.7,62440116.2,146646063.8,974292754.8,2.46925e+09,387883340.5,3.97940e+09,1.01079e+09,1.95089e+09,1.88848e+09,1.07262e+09,924229903.8,2.09091e+09,1.89598e+09,26087115.9,880287058.6,2.32714e+09,2.11811e+09,5.35291e+09,1.09526e+09,2.31993e+09,2.82590e+09,1.16597e+09,1.26522e+09,2.52701e+09,3.09168e+09,53925260.2,21631091.5,-62741548.8,-854770368.4,-841496736.3,-75175709.2,-179801522.9,-666703759.2,-25124426.3,-308688041.6,-174792977.1,-741196600.8,7730651.5,43348815.9,94071345.7,-643832365.2,-498573769.3,-16189631.5,-131394891.3,-338043527.2,-4967426.1,-97887531.2,-160530242.1,-477416711.7,-562004939.1,-1.79647e+09,-4.89085e+09,-1.25190e+10,-1.97707e+10,-3.38245e+09,-7.62919e+09,-9.79287e+09,-4.26535e+09,-5.27688e+09,-9.97784e+09,-1.21229e+10,3779.5,29459.8,53783.5,-70421.2,16522.0,6863.7,-3495.5,-24591.9,29277.1,18538.2,41114.0,-19618.8
14.year_inc#c.ivparm1,-24365.3,-192816.1,-345934.2,-453068.1,-1016183.7,-112313.3,-540251.6,-527859.4,-119191.3,-56061.4,-141548.1,-488324.3,-784679.1,-0.0000289,0.000377,0.00151,0.00192,-0.000137,0.0000321,0.0000388,-0.000249,-0.000316,-0.000571,-0.000717,-0.0000107,-0.000142,-1425.9,7397.5,13397.0,-104245.1,-84876.4,-12238.2,-21300.8,-53719.8,-18139.3,-12237.2,-31441.8,-31156.7,-54499.0,-0.0000894,0.000408,0.000840,-0.00114,-0.000502,-0.000347,-0.000343,-0.000793,-0.000273,0.000195,-0.000611,-0.000167,-0.000635,-5812.7,-10052.0,-52627.8,-158707.1,-227199.6,-32419.2,-93108.1,-138039.8,-33305.2,-10061.2,-51428.4,-89159.8,-161475.3,73.73,-1167.5,1479.4,-25250.9,-24865.3,-2519.5,-2869.1,-18185.3,-2211.9,-1187.9,-9266.6,-6680.0,-20134.0,0.000195,-0.00109,0.000306,-0.000477,-0.00163,-0.000813,0.0000104,-0.00211,-0.000626,-0.000377,-0.00299,-0.000965,-0.00223,723832.2,42574128.1,168059694.3,-19906271.8,339246916.7,34203336.5,108374274.5,63410559.7,84734541.6,39322248.8,52262732.1,128097228.8,72569910.3,130085754.0,1.18724e+09,3.17231e+09,394152024.9,4.88635e+09,1.02870e+09,2.73282e+09,2.09143e+09,1.52538e+09,847838289.4,2.79492e+09,2.33227e+09,28928117.3,1.11749e+09,2.97931e+09,2.66633e+09,6.79503e+09,1.17197e+09,3.21862e+09,3.46775e+09,1.68663e+09,1.45015e+09,3.32728e+09,3.93643e+09,37561604.5,-41237129.7,-17159670.5,-1.15430e+09,-1.17473e+09,-110460214.1,-250437996.1,-902238765.2,-12632636.9,-466228931.7,-272496217.4,-1.05164e+09,6636110.2,42378933.0,130454394.4,-825388775.1,-645669289.2,-47423716.9,-129999561.2,-482281368.5,-35878998.0,-200184365.3,-163387920.7,-562366574.3,-595198529.1,-2.20657e+09,-6.36232e+09,-1.71704e+10,-2.63386e+10,-4.51995e+09,-1.08041e+10,-1.40274e+10,-5.54375e+09,-7.03309e+09,-1.23112e+10,-1.62749e+10,910.4,38017.4,59083.6,-88312.3,9619.4,3901.2,11303.8,-14474.5,18052.6,14054.8,24094.0,-12334.4
16.year_inc#c.ivparm1,-24896.1,-216849.6,-468737.5,-613725.8,-1324209.0,-147703.1,-722845.9,-675269.2,-154029.5,-74101.1,-167772.0,-648939.8,-1022476.4,-0.0000201,0.000231,0.00166,0.000170,-0.000598,-0.000533,-0.000291,-0.000727,-0.000648,-0.000370,-0.00144,-0.000453,-0.000626,-1105.8,1069.9,4709.1,-178694.4,-174021.2,-25788.0,-59570.0,-102000.6,-30242.8,-11898.3,-48119.6,-72020.6,-117990.4,-0.0000533,0.00108,0.00103,0.000913,-0.000279,-0.0000694,-0.000352,-0.000522,-0.0000523,-0.000531,0.000472,0.00000335,-0.000451,-4492.8,10045.1,-74648.3,-178619.3,-247715.3,-36543.3,-118046.6,-142081.9,-36371.2,-23341.1,-40767.5,-105633.4,-174800.9,-0.00317,-93.91,1031.3,-42715.9,-41778.5,-1939.4,-11782.3,-26183.4,-5715.7,-1369.6,-9392.7,-15595.1,-34123.4,0.0000159,-0.0000937,0.000245,-0.000445,-0.00202,0.000276,-0.000551,-0.00203,-0.00160,-0.000310,-0.00228,-0.00200,-0.00266,2677214.5,27130466.1,172988021.8,-97017105.2,487104552.9,70095074.9,46366382.9,-3577155.5,42484754.1,252786.3,9442443.7,109379557.1,-6777427.5,137093065.2,1.16920e+09,3.19963e+09,-1.25851e+09,3.25333e+09,960053090.6,1.89920e+09,1.33737e+09,1.38535e+09,752005624.6,1.91596e+09,907927134.1,25734377.3,1.17163e+09,3.12013e+09,2.22720e+09,6.54371e+09,1.20037e+09,3.11681e+09,3.44344e+09,1.84056e+09,1.57447e+09,3.10026e+09,3.50278e+09,49736819.0,-15384149.6,-128022705.9,-1.71115e+09,-1.80553e+09,-165355865.5,-541844079.0,-1.23462e+09,-280833822.6,-550549238.7,-570909005.8,-1.35934e+09,7223089.5,5102161.7,65226824.9,-1.37291e+09,-1.29500e+09,-110811515.1,-485659549.6,-825686997.1,-146376505.7,-300639541.6,-469311657.6,-1.03781e+09,-539633886.7,-2.47667e+09,-7.97328e+09,-2.30931e+10,-3.41052e+10,-5.94749e+09,-1.40042e+10,-1.85673e+10,-7.08383e+09,-8.47666e+09,-1.55379e+10,-2.10738e+10,3559.2,11948.3,61428.9,-167234.2,-90377.4,-5351.1,-28085.4,-50699.4,1664.5,-27323.1,-39678.0,-86690.8
18.year_inc#c.ivparm1,-24788.7,-264503.3,-581846.5,-826257.6,-1697396.1,-200209.9,-942661.2,-880533.7,-200466.6,-99543.4,-211891.7,-816862.4,-1296719.6,-0.0000158,0.000399,0.00187,0.00166,-0.000711,-0.00126,-0.000427,-0.00104,-0.000810,-0.000908,-0.00163,-0.000339,-0.000632,-950.1,5116.6,-3187.8,-222970.7,-221992.0,-44990.7,-85535.9,-144393.6,-40368.0,-22341.9,-58483.8,-77598.4,-136633.3,-0.000157,0.000899,0.00133,-0.00128,-0.000822,0.0000345,-0.000648,-0.000985,-0.000685,-0.000530,-0.000390,-0.000632,-0.00110,-8915.7,-3619.4,-94033.0,-281464.5,-388032.6,-47067.4,-172039.7,-210398.0,-63799.5,-29400.9,-69196.5,-177634.6,-277165.6,-422.7,599.6,2995.1,-59224.5,-56052.6,-5092.6,-26191.0,-35721.8,-2614.7,-299.2,-10642.3,-20330.8,-48345.4,-0.000856,0.000447,0.000953,-0.00171,-0.00265,-0.000228,-0.00277,-0.00239,0.000110,0.00109,-0.00242,-0.00282,-0.00440,1372877.8,66083503.1,210493573.6,-150333083.6,601693808.9,28191646.4,109178794.6,16645298.4,62135345.1,-5373782.3,2563533.0,111005141.6,37323448.6,167981829.4,1.47174e+09,3.55629e+09,-1.82971e+09,3.37009e+09,690974628.9,1.80149e+09,855630927.4,1.72469e+09,820543363.9,2.51446e+09,954422803.2,31792554.3,1.33203e+09,3.46644e+09,2.49161e+09,7.32165e+09,1.27073e+09,3.45971e+09,3.77894e+09,2.11458e+09,1.67949e+09,3.54271e+09,3.93635e+09,49252614.4,3976964.0,-114830432.4,-2.18371e+09,-2.24496e+09,-282013921.4,-721805251.7,-1.87209e+09,-365745626.1,-764204684.9,-372872193.1,-1.59720e+09,10569459.2,63578129.3,56009156.9,-1.72605e+09,-1.59565e+09,-249377350.1,-685733313.3,-1.14902e+09,-113239934.4,-313091704.2,-446635270.7,-1.23303e+09,-631414980.6,-2.89831e+09,-9.49537e+09,-2.87391e+10,-4.17790e+10,-8.19955e+09,-1.81843e+10,-2.38918e+10,-8.86259e+09,-9.57068e+09,-1.78872e+10,-2.47168e+10,6244.7,23853.4,57162.2,-227003.9,-139823.3,-25989.7,-53010.6,-128225.6,-1318.2,-36126.7,-11597.7,-112515.4
20.year_inc#c.ivparm1,-29307.5,-288960.9,-699649.8,-1054467.9,-2072386.1,-253938.3,-1175964.9,-1081197.3,-250963.4,-130410.5,-256133.2,-991188.8,-1567484.3,-0.0000195,0.000369,0.00151,0.000953,-0.00128,-0.00211,-0.000810,-0.00180,-0.00124,-0.00142,-0.00230,-0.000679,-0.00119,-1186.5,3183.3,-29064.8,-309809.0,-336877.1,-66322.9,-134039.4,-221410.1,-58651.4,-33377.3,-78287.0,-115467.0,-211902.8,-0.000102,0.000626,0.00208,0.000172,-0.000838,-0.000627,-0.000945,-0.00106,-0.000694,-0.000847,-0.000106,-0.000590,-0.00104,-7180.7,-16526.3,-101646.5,-328128.1,-453481.6,-71754.5,-227411.7,-249372.3,-76464.4,-41168.6,-77619.5,-204109.3,-305262.7,-216.2,236.9,3045.7,-79112.4,-76046.1,-9469.8,-32056.8,-66784.6,-9260.6,-6762.4,-12894.1,-9261.5,-57315.7,-0.000395,0.000157,0.00160,-0.00125,-0.00276,-0.00104,-0.00201,-0.00541,-0.00192,-0.00295,-0.00240,0.000733,-0.00321,15783084.2,44570508.0,149436134.2,-225202948.0,739499316.5,22068884.5,27619825.2,-90280951.4,11909871.3,-22630810.6,-52008176.2,74981461.4,-49278245.8,173070726.8,1.29899e+09,3.08690e+09,-3.39439e+09,1.16558e+09,44627779.1,1.32493e+09,-1.27197e+09,1.45756e+09,412952572.0,2.43755e+09,-336604718.3,40366792.6,1.18011e+09,3.18053e+09,1.79579e+09,6.19661e+09,901580360.4,3.39162e+09,2.77972e+09,2.14892e+09,1.37190e+09,3.41689e+09,3.14611e+09,80941861.7,-41164647.0,-155095728.3,-2.95618e+09,-3.07181e+09,-585775334.3,-1.02144e+09,-2.62684e+09,-601694339.5,-781347372.7,-444976796.6,-1.88434e+09,9915818.6,49500820.1,-14946649.6,-2.13560e+09,-2.09107e+09,-364648701.1,-845558432.3,-1.67370e+09,-257383781.2,-377689326.7,-417367685.9,-1.46903e+09,-702098635.4,-2.83400e+09,-1.22302e+10,-3.66092e+10,-5.23808e+10,-9.50167e+09,-2.37221e+10,-2.96965e+10,-1.10915e+10,-1.15468e+10,-2.26843e+10,-3.17876e+10,8716.4,28650.3,76645.7,-280622.6,-166689.8,-32361.3,-39717.5,-176950.5,-2513.7,-21239.3,10260.7,-131814.9
